video_id,modality,ground_truth,predicted_emotion,confidence,data_quality_score,data_quality_issues,reasoning,ensemble_prediction,ensemble_confidence
Ses01M_script03_1_M003.mp4,A,fearful,happy,70,90,[],"The speaker's expressive and engaging vocal delivery suggests a positive affect, with 'happy' being the most probable emotion; secondary possibilities include 'excited' and 'neutral'.",excited,0.30718954248366015
Ses01M_script03_1_M003.mp4,V,fearful,excited,90,90,[],"The description indicates strong cues for excitement (wide-open mouth and animated demeanor) and surprise (jaw drop, raised eyebrows), with additional cues for happiness (lip corners pulled up). Primary cue aligns with 'excited', supported by jaw drop and eyebrow activity.",excited,0.30718954248366015
Ses01M_script03_1_M003.mp4,TAV,fearful,excited,85,90,[],"The scene shows an engaged, enthusiastic demeanor with a wide-open mouth and lip corner lifting, supported by raised eyebrows and overall lively expression. Transcript aligns with positive affect, suggesting excitement as the primary emotion, with happiness and slight surprise as secondary cues.",excited,0.30718954248366015
Ses01M_script03_1_M017.mp4,T,happy,neutral,70,50,"['text-only data', 'no facial cues', 'no audio cues', 'unclear context']","The phrase suggests mild warmth and admonition but lacks explicit emotional markers; with only text, neutral is the most supported interpretation.",surprised,0.3747323340471092
Ses01M_script03_1_M017.mp4,A,happy,neutral,92,90,[],"The described vocal delivery is serious and focused with low pitch and monotone, aligning with a neutral emotional state rather than any of the other listed emotions.",surprised,0.3747323340471092
Ses01M_script03_1_M017.mp4,V,happy,surprised,90,85,['visible wire along the wall potentially distracting'],"Facial action cues indicate strong jaw drop and brow raise (surprise) with concurrent smiling indicators (lip corner puller, cheek raiser, dimpler). This suggests a surprised mood with a hint of happiness. Overall data quality is high; minor distraction from a visible wall wire.",surprised,0.3747323340471092
Ses01M_script03_1_M017.mp4,TAV,happy,surprised,85,70,"['conflicting visual cues: jaw drop strongly suggests surprise, while facial cues include smiling indicators', 'objective_description reports a subtle smile conflicting with jaw drop', 'audio/visual cues imply mixed emotions (serious tone vs expressive facial cues)']","Visual cues predominantly indicate surprise (jaw drop and brow raise), with secondary cues suggesting happiness (smile-related features). Audio describes a serious, focused tone, which introduces ambiguity. The result is two plausible emotions (surprised, happy) with a primary emphasis on surprise.",surprised,0.3747323340471092
Ses01F_script02_1_M030.mp4,A,surprised,excited,92,95,[],"The description indicates a strong positive affect with excitement and happiness. No indicators of frustration, fear, sadness, anger, surprise, or neutral state are present.",happy,0.4006069802731411
Ses01F_script02_1_M030.mp4,V,surprised,happy,82,70,"['description-based inference from a single frame', 'no audio or motion cues available', 'downward gaze with introspective context introduces ambiguity']","The facial actions point toward a smile (happiness), with a downcast gaze implying concentration or introspection; overall assessment favors happy with moderate confidence.",happy,0.4006069802731411
Ses01F_script02_1_M030.mp4,TAV,surprised,happy,92,40,"['gender mismatch between audio (man) and video (woman)', ""whisper transcript 'For real?' introduces potential surprise or disbelief conflicting with other cues"", 'downward gaze and introspective expression may partially diverge from positive vocal cues']","The audio indicates positive emotion (happy and excited); facial expression cues (AU6, AU12) support happiness; the visual frame shows a thoughtful pose; conflicting gender cue and whispered question reduce overall confidence to a moderate level.",happy,0.4006069802731411
Ses01M_impro03_M007.mp4,V,excited,happy,85,90,[],"The combination of cheek raiser, lip corner puller, dimpler, and lips part indicates a positive, pleasant expression (happy) with additional jaw drop suggesting mild surprise. The overall description describes an animated, lively demeanor consistent with happiness and excitement.",surprised,0.29067245119305857
Ses01M_script02_2_M029.mp4,A,neutral,sad,70,60,"['subjective interpretation from description', 'no audio waveform or spectral data provided', 'lack of multimodal cues (facial expressions, context) in the description']","The analysis infers sadness as the most confident emotion from cues like low voice, slow pace, and negative tone; frustration considered but less supported by explicit cues.",neutral,0.32608695652173914
Ses01M_script02_2_M029.mp4,V,neutral,happy,75,85,"['conflicting cues between facial action units suggesting happiness and the objective description of neutrality', 'artifact: visible cable overhead that may distract from or influence interpretation']","Analyzed facial cues indicating potential happiness (cheek raise, lip corner puller, dimpler) alongside the neutral objective description; overall, happiness is the strongest inferred emotion, with neutral as a secondary possibility due to conflicting signals.",neutral,0.32608695652173914
Ses01F_impro07_M018.mp4,T,neutral,frustrated,70,60,"['limited context from a single sentence', 'no audio or facial cues', 'sarcasm difficult to detect from text']","Based on the transcript alone, the most plausible emotion is frustrated due to potential cynicism about being a student; neutral is also possible given lack of cues. Multi-modal data would improve accuracy.",happy,0.4855595667870036
Ses01F_impro07_M018.mp4,A,neutral,happy,85,92,[],The speaker's tone and description suggest positive affect (happy) with a neutral baseline; presence of a slight laugh and ease supports happy as primary emotion.,happy,0.4855595667870036
Ses01F_impro07_M018.mp4,V,neutral,happy,92,90,[],"The visual expression description (broad smile, warm/joyful demeanor) corresponds to happiness. Facial action cues such as cheek raiser and lip corner puller reinforce a genuine smile. No strong indicators of other emotions are present in the data.",happy,0.4855595667870036
Ses01F_impro07_M018.mp4,TAV,neutral,happy,92,95,[],"The objective description notes a warm and joyful expression with a broad smile, supported by facial action units (lip corner puller, chin raise) and a slight laugh in audio, indicating a strong positive emotion (happy) with high confidence.",happy,0.4855595667870036
Ses01M_script02_1_M044.mp4,T,excited,neutral,80,60,"['brief content', 'whispered speech']","The transcript describes actions without explicit emotional language; no clear indicators of frustration, excitement, happiness, fear, sadness, anger, or surprise are present. Whispers and limited context reduce confidence in emotion inference.",surprised,0.3783783783783784
Ses01M_script02_1_M044.mp4,V,excited,surprised,90,90,[],"AU indicators (jaw drop, lips parted, brow raisers) point to surprise as the primary emotion, with mild happiness suggested by lip corner puller and dimpler. Overall expression reflects attentive, engaged demeanor.",surprised,0.3783783783783784
Ses01M_script02_1_M044.mp4,TAV,excited,surprised,92,90,[],"Audio features a rising pitch suggesting surprise or enthusiasm, while visual cues show brow elevation, jaw drop, and a mild smile, indicating surprise with positive valence. The posture supports engaged communication, aligning with an attentive, expressive moment.",surprised,0.3783783783783784
Ses01M_impro06_F006.mp4,V,sad,surprised,70,92,[],"MICRO-EXPRESSIONS indicate mild brow raising and eye constriction suggesting surprise; lid tightening supports fear as a secondary signal. The overall facial cues do not strongly indicate happiness, sadness, or anger, and the frame appears neutral/contemplative in context.",sad,0.36036036036036034
Ses01M_script01_3_M031.mp4,V,sad,happy,85,95,[],"The description indicates content or mild amusement, supported by a gentle smile and eye crinkles. A slight jaw drop and chin raise could suggest minor surprise, but the dominant cue is happiness.",sad,0.366306027820711
Ses01M_script03_1_F021.mp4,T,happy,fearful,85,60,"['brief content', 'no visual or audio cues provided', 'whisper modality may reduce clarity']","The transcript suggests distress related to potential death, making fearful the most likely emotion with high confidence; sadness is also plausible but less certain given the brief, context-limited nature of the data.",fearful,0.4093655589123867
Ses01M_script03_1_F021.mp4,A,happy,fearful,88,92,[],"The description emphasizes a tense, urgent vocal delivery with a slightly higher pitch and hesitation, which aligns with fear or concern. The strongest signal is fear, hence the primary emotion is fearful with high confidence.",fearful,0.4093655589123867
Ses01M_script03_1_F021.mp4,TAV,happy,fearful,88,75,"['multimodal cues conflict: audio indicates fear; visual cues lean neutral/mildly amused', 'brief transcript limits contextual understanding']","The audio indicates fear or urgency, while the visual cues and described mild smile suggest a more neutral or calmer state. Fear is the strongest cue overall, with moderate ambiguity from the visual modality.",fearful,0.4093655589123867
Ses01M_script03_1_M000.mp4,T,fearful,surprised,80,60,"['brief content', 'transcript lacks prosodic cues']","The phrase 'Good God.' typically conveys surprise; potential secondary emotions like anger or neutral tone are plausible, but context is limited.",happy,0.3298059964726631
Ses01M_script03_1_M000.mp4,A,fearful,neutral,90,85,[],The speaker’s monotone voice with no pitch variation or hesitations suggests a neutral or emotionless tone; no cues supporting other discrete emotions are evident in the description.,happy,0.3298059964726631
Ses01M_script03_1_M000.mp4,V,fearful,happy,92,90,[],"The description shows a broad, genuine smile with clear Duchenne indicators (cheek raiser, lip corner puller) consistent with happy. Slight jaw drop and lips part introduce a hint of surprise, explaining the secondary 'surprised' signal, while 'excited' remains a secondary possibility due to positive arousal cues.",happy,0.3298059964726631
Ses01M_script03_1_M000.mp4,TAV,fearful,happy,90,70,['inconsistent emotional cues across modalities (audio neutral vs. visual happy)'],"Video indicates positive affect (smile, cheek raise, lip corner pull) suggesting happiness; audio modality suggests neutrality, creating cross-modal inconsistency and modestly reducing overall confidence.",happy,0.3298059964726631
Ses01M_impro03_M011.mp4,T,excited,happy,85,55,"['brief content', 'transcript-only data', 'whispered speech reducing audio clarity', 'limited multimodal cues']","The transcript shows positive affect with laughter, suggesting happiness as the primary emotion. There is some possibility of excitement or surprise, but evidence is weaker for those.",happy,0.44908180300500833
Ses01M_impro03_M011.mp4,A,excited,neutral,92,95,[],The description indicates a neutral emotional tone with clear articulation and no strong emotional cues; thus neutral is the sole detected emotion with high confidence.,happy,0.44908180300500833
Ses01M_impro03_M011.mp4,V,excited,happy,92,90,['background cables/wires visible on one side'],"The description points to a broad Duchenne-like smile with lively eyes, suggesting happiness as the primary emotion, with potential secondary cues for excitement and slight surprise due to jaw movement.",happy,0.44908180300500833
Ses01M_impro03_M011.mp4,TAV,excited,happy,92,90,[],"Visual cues indicate strong happiness (broad smile, lively eyes) with supporting laughter in the transcript; primary emotion is happy with high confidence. Some minor conflicting cues (neutral audio description) do not override the clear visual signal.",happy,0.44908180300500833
Ses01M_impro03_M005.mp4,V,excited,happy,92,95,[],"The subject displays a Duchenne-like smile with lip corner pulling, cheek lifting, and jaw drop, consistent with happiness and amusement. The posture suggests engagement.",happy,0.4642375168690958
Ses01M_impro03_M004.mp4,T,excited,frustrated,85,60,"['brief content', 'no visual cues', 'whispered speech reduces clarity', 'context limited']","Based on the whispered transcript describing a tense/prohibited situation (visa scam), inferred emotions include frustration and anger; other emotions are speculative due to lack of nonverbal cues.",neutral,0.2682926829268293
Ses01M_impro03_M004.mp4,A,excited,neutral,85,95,[],"The speaker's delivery is clear, calm, and direct without indicators of strong affect, aligning with a neutral emotional state.",neutral,0.2682926829268293
Ses01M_impro03_M004.mp4,V,excited,happy,75,90,[],"The described combination of slightly raised inner brows and cheek lift, with a moderate upper lip raise and dimpling, along with a forward-leaning, engaged posture and hint of a smile, aligns with a positive affect such as 'happy'. A mild level of arousal could also suggest 'excited' as a secondary possibility.",neutral,0.2682926829268293
Ses01M_impro03_M004.mp4,TAV,excited,happy,85,90,[],"Based on the combination of open facial expressions (hint of a smile) and confident, clear vocal delivery, the most likely emotion is happy, with neutral as a secondary possibility given mild facial tension cues.",neutral,0.2682926829268293
Ses01M_script03_1_M001.mp4,A,fearful,sad,70,60,[],"The audio description suggests a negative tone and slow, soft delivery, which typically corresponds to sadness, with possible secondary indication of fear.",happy,0.37333333333333335
Ses01M_script03_1_M001.mp4,V,fearful,happy,75,95,[],"The subject shows a slight smile (lip corner puller) and mild jaw drop, suggesting a primary happy emotion with a secondary surprise cue; calm, focused demeanor supports a positive, low-arousal state.",happy,0.37333333333333335
Ses01M_impro07_M032.mp4,A,happy,excited,92,90,[],"The audio description signals a strong likelihood of excitement, with secondary cue suggesting happiness; no adversarial or conflicting cues detected.",happy,0.3881278538812785
Ses01M_impro07_M032.mp4,TAV,happy,excited,90,85,"['inconsistent transcript (whisper) vs audio description (expressive energetic delivery)', 'background cable visible in frame']","Integrated analysis of audio and visual cues suggests a strong positive affect, predominantly excited, with supporting happiness; slight surprise is possible due to a minor jaw drop.",happy,0.3881278538812785
Ses01M_script02_1_M045.mp4,T,excited,angry,70,40,"['unclear speech', 'text-only input; no visual cues from T modality', 'brief content']","From the transcript: 'urgency', 'pure urge', 'single-mindedness' indicate high arousal and potential anger/frustration; without vocal tone or facial expressions, confidence decreases, but anger is the most consistent interpretation.",frustrated,0.2
Ses01M_script02_1_M045.mp4,A,excited,fearful,75,90,[],"The audio description indicates a negative tone, low voice, slow delivery with pauses, breathiness, and urgency. These cues most strongly map to fearful, with secondary possibilities including frustrated and sad.",frustrated,0.2
Ses01M_script02_1_M045.mp4,V,excited,happy,85,90,[],"The combination of smiling indicators and mild jaw drop suggests a positive affect with a hint of surprise or curiosity; the environment supports casual, comfortable interaction.",frustrated,0.2
Ses01M_script02_1_M045.mp4,TAV,excited,happy,85,90,[],"Visual cues indicate a mild smile and relaxed, amused demeanor; audio conveys urgency and negative tone which suggests underlying tension (frustration) but not overriding happiness.",frustrated,0.2
Ses01F_impro03_M017.mp4,A,surprised,neutral,95,100,[],"The provided description explicitly indicates neutrality, leading to a single, high-confidence neutral emotion detection.",happy,0.45
Ses01F_impro03_M017.mp4,V,surprised,happy,88,95,[],"FACS cues indicate a genuine smile (AU6 + AU12) correlating with happiness; occasional eye openness and jaw drop contribute to a mild surprise signal, but the dominant impression is a friendly, engaged smile.",happy,0.45
Ses01F_impro03_M017.mp4,TAV,surprised,happy,92,95,[],"Visual analysis indicates the subject is happy and engaged; audio is neutral, suggesting mood driven by facial expression rather than vocal cues.",happy,0.45
Ses01M_script01_3_M020.mp4,T,sad,excited,70,20,"['no visual data (T modality missing)', 'no audio tonal information; only whispered transcript provided', 'brief content sample']","Positive verbal content suggests potential excitement or happiness, but lack of nonverbal cues limits certainty.",neutral,0.5045045045045045
Ses01M_script01_3_M020.mp4,A,sad,neutral,95,95,[],"The description indicates a neutral emotional state with clear vocal quality and normal rhythm, suggesting no detectable emotion beyond neutrality.",neutral,0.5045045045045045
Ses01M_script01_3_M020.mp4,V,sad,happy,80,85,"['subjective interpretation of facial action units', 'no access to raw video frames for cross-validation']",Analyzed visual cues (smile-related action units and relaxed context) and concluded a mild happiness state with secondary neutral possibility; acknowledged potential ambiguity due to overlapping cues.,neutral,0.5045045045045045
Ses01M_script01_3_M020.mp4,TAV,sad,neutral,85,90,[],"Audio modality suggests neutral affect; visual modality reveals mild positive facial cues indicating contentment. Combined, they point to a predominantly neutral state with a mild happy signal.",neutral,0.5045045045045045
Ses01M_impro07_M022.mp4,A,surprised,neutral,90,95,[],"The description indicates clear, natural speech, expressed interest, and no negative cues, suggesting neutral with potential positive engagement (happy/excited) but no strong emotion.",happy,0.4098360655737705
Ses01M_impro07_M022.mp4,V,surprised,happy,90,90,['minor background cable visible'],"The facial cues align with a genuine, pleasant expression (happy) with additional mild jaw drop that could hint at surprise but not dominate the reading.",happy,0.4098360655737705
Ses01M_impro07_M022.mp4,TAV,surprised,happy,85,92,[],"Facial action cues indicate a genuine, pleasant smile (AU-related indicators: cheek raiser, lip corner puller, dimples) with partial jaw drop and lips parted, which can accompany mild surprise or engagement. Audio description reinforces positive engagement and clarity, supporting the presence of happiness as the primary emotion with a secondary, weaker signal for surprise.",happy,0.4098360655737705
Ses01M_impro06_M022.mp4,V,sad,neutral,75,90,[],"Overall, the visual description indicates a neutral mood dominated by attention to a task. Some AU signals could imply fleeting surprise or concentration, but there is no definitive emotional display beyond neutrality.",neutral,0.3790322580645161
Ses01M_impro06_M022.mp4,TAV,sad,neutral,70,75,"['ambiguous cues across modalities (audio negative tone vs neutral facial expression)', 'limited visual expressiveness for definitive emotion']","Integrated transcript context, audio tone, and facial cues indicate a dominant neutral state with secondary cues suggesting surprise and sadness; overall signals are mixed.",neutral,0.3790322580645161
Ses01F_script02_1_M036.mp4,T,happy,frustrated,72,40,"['transcript-only data (no visual cues)', 'no audio or vocal tone', 'unclear sarcasm or figurative language from text alone']","From the transcript: 'God, this is great. Think about this. I know you are not interested, but just think about this.' The sarcasm and address to another person point toward frustration or possible conflict; however, without audio/video cues, confidence remains limited.",happy,0.31587057010785824
Ses01F_script02_1_M036.mp4,A,happy,excited,95,95,[],"Audio description explicitly states excitement and enthusiasm with a clear, strong delivery and upward intonation, indicating an excited state with high confidence; positive tone also suggests potential happiness as a secondary signal.",happy,0.31587057010785824
Ses01F_script02_1_M036.mp4,TAV,happy,excited,90,40,"['inconsistent gender/subject between audio and visual data', 'cross-modal mismatch (audio describes a man, visuals describe a woman)', 'brief content/limited data overall']","Audio strongly indicates excitement; facial cues include smile-related movements supporting happiness. However, there is a cross-modal inconsistency (audio describes a man; video describes a woman) and overall brief data context, limiting confidence in a single interpretation.",happy,0.31587057010785824
Ses01M_impro02_M014.mp4,T,sad,neutral,90,70,['brief content'],The transcript conveys reassurance with no overt affect; neutral emotion is most consistent with the content.,neutral,0.5483870967741935
Ses01M_impro02_M014.mp4,A,sad,neutral,90,95,[],"The description indicates a man speaking with a neutral, relaxed tone and clear voice, which aligns with a neutral emotional state with high confidence.",neutral,0.5483870967741935
Ses01M_impro02_M014.mp4,V,sad,surprised,85,90,[],"The frame exhibits strong indicators of surprise (AU1/AU2 brow raise, AU26 jaw drop) with mild smiling cues (AU6 cheek raiser, AU12 lip corner puller, AU10 upper lip raiser). Gaze directed upward supports a reflective or contemplative mood, but the dominant cues align with surprise.",neutral,0.5483870967741935
Ses01M_impro02_M014.mp4,TAV,sad,neutral,75,90,[],"Overall cues indicate a calm, reflective state with mild positive undertone. Neutral emotion is most supported by the speech content and relaxed posture, while slight smiles contribute to a secondary happiness cue; minor jaw drop could suggest a hint of surprise.",neutral,0.5483870967741935
Ses01M_script03_1_M004.mp4,T,happy,frustrated,72,40,"['brief content', 'unclear speech', 'whispered delivery']","The phrase 'I don't care then' suggests a dismissive attitude, leaning toward frustrated or angry; neutral is also possible given lack of context. Confidence is moderate due to limited data.",happy,0.4503311258278146
Ses01F_impro03_M002.mp4,T,surprised,angry,78,60,"['limited context', 'short utterance', 'text-only transcript', 'no audio prosody']",The utterance implies negative affect (anger/frustration). Other emotions are possible but less supported due to the brevity and absence of prosodic or visual cues.,surprised,0.2158273381294964
Ses01F_impro03_M002.mp4,A,surprised,neutral,95,95,[],"The description indicates a neutral vocal delivery with consistent tone and pace, suggesting the absence of strong emotional cues.",surprised,0.2158273381294964
Ses01F_impro03_M002.mp4,V,surprised,happy,75,90,[],"The subject is described as smiling and engaged, supporting a primary happy emotion. Additional cues (jaw drop suggesting surprise; lip depressor indicating tension) imply possible mixed signals, leading to secondary emotions with lower confidence.",surprised,0.2158273381294964
Ses01M_impro03_F020.mp4,V,excited,happy,92,95,[],"The facial action units indicate a genuine smile (happiness) with a mild hint of surprise from the jaw drop; overall, the expression is best categorized as happy with a secondary surprised component.",happy,0.403747870528109
Ses01F_impro03_F021.mp4,T,happy,neutral,85,50,"['low volume / muffled whisper', 'incomplete sentence', 'truncated content']","Whispered transcript provides limited emotional cues and an incomplete statement, leading to a neutral interpretation with moderate data quality.",happy,0.387308533916849
Ses01F_impro03_F021.mp4,A,happy,neutral,85,75,"[""contradictory descriptors: 'monotone' vs 'expressive'"", 'limited explicit emotional cues in description', 'no additional contextual information']","Based on the description, neutral is the most plausible emotion given relaxed and confident delivery with normal tone and no strong emotional indicators for other categories.",happy,0.387308533916849
Ses01M_impro03_M016.mp4,V,excited,happy,92,85,['irrelevant wire in frame'],"The description shows a bright, open smile with mimetic features indicating genuine happiness and amusement. No strong indicators of other emotions are present; frame contains a minor distractor.",excited,0.4095826893353941
Ses01M_script02_2_F019.mp4,A,neutral,sad,85,90,[],"A woman with a low, sad tone and tension in voice strongly suggests sadness as the primary emotion; no explicit cues for other emotions.",sad,0.43287037037037035
Ses01M_script02_2_F019.mp4,V,neutral,surprised,85,95,[],"The combination of raised inner and outer brows, elevated cheeks, open mouth with lips parted, and jaw drop strongly indicates a surprised expression. The context suggests focused communication, but the facial cues align most with surprise.",sad,0.43287037037037035
Ses01M_script02_2_F019.mp4,TAV,neutral,sad,92,85,[],"The transcript and audio describe a low, sad tone; facial expressions and engaged, earnest speech align with a sad, serious mood.",sad,0.43287037037037035
Ses01F_impro07_F016.mp4,T,excited,sad,70,50,"['unclear speech', 'brief content']",The speaker expresses self-blame and disappointment; strongest cues are sadness and frustration.,happy,0.3575638506876228
Ses01F_impro07_F016.mp4,A,excited,neutral,92,95,[],The speaker's neutral tone and clear articulation indicate neutral emotion with high confidence; no other emotions are suggested by the description.,happy,0.3575638506876228
Ses01F_impro07_F016.mp4,V,excited,happy,90,70,"['description-based input rather than raw video data', 'potential subjectivity in interpreting facial cues from text']","The subject displays a clear smile and positive engagement, indicating happiness; no indicators of other emotions are present.",happy,0.3575638506876228
Ses01F_impro07_F016.mp4,TAV,excited,happy,92,60,"['conflicting multimodal signals: positive visual cues and negative transcript content', 'audio description indicates a neutral tone conflicting with negative spoken content']","Visual cues strongly indicate happiness; transcript/content imply negative emotions (frustration/sadness) with weaker support from audio. Overall, primary emotion is likely happy with secondary negative emotions due to conflicting signals.",happy,0.3575638506876228
Ses01M_impro06_M020.mp4,V,sad,neutral,70,90,[],"The description centers on a neutral expression with a slight eyebrow arch and occasional jaw drop, suggesting attentiveness with a mild potential for surprise signals.",neutral,0.3392857142857143
Ses01M_script01_3_M022.mp4,A,sad,neutral,90,90,[],"The audio description shows monotone speech with no pitch or tempo variation and no hesitations, which aligns with a neutral emotional state; there is no evident cue suggesting other emotions.",neutral,0.5858585858585859
Ses01M_script01_3_M022.mp4,V,sad,neutral,70,85,"['subtle facial cues', 'static frame / limited movement', 'soft lighting']","The facial cues point to a predominantly neutral, contemplative state, with faint indicators of sadness and a small (likely non-dominant) surprise signal from jaw drop. Overall mood described aligns with calm introspection rather than a strong emotional display.",neutral,0.5858585858585859
Ses01M_script01_3_M022.mp4,TAV,sad,neutral,70,65,"['unclear speech', 'brief content']","The subject appears contemplative with subtle sadness and low arousal. Audio quality is limited by whisper and monotone delivery, limiting confidence in distinguishing more explicit emotions.",neutral,0.5858585858585859
Ses01F_script03_1_M003.mp4,A,fearful,happy,85,70,"['no_actual_audio_data_provided', 'description_based_assessment_only']","The audio description indicates expressive, warm vocal delivery with varied pitch and natural pace, implying positive emotions mainly happiness and excitement. No negative cues observed.",happy,0.589041095890411
Ses01F_script03_1_M003.mp4,V,fearful,happy,88,95,[],"The scene describes a warm, open expression and a pleasant engagement, with facial actions aligning with happiness. A small jaw drop present could indicate incidental surprise but does not outweigh the stronger positive cues.",happy,0.589041095890411
Ses01F_script03_1_M003.mp4,TAV,fearful,happy,85,60,"['unclear speech', 'brief content']","Visual cues point to happiness (warmth, slight smile) while audio content is limited, constraining confidence in emotion labeling.",happy,0.589041095890411
Ses01F_script01_3_F013.mp4,A,happy,excited,90,95,[],"The description explicitly notes 'happy' and 'excited'; 'excited' has slightly higher emphasis, informing the primary emotion. There are no conflicting cues indicating other emotions.",happy,0.3569553805774278
Ses01M_script01_1_F023.mp4,T,angry,sad,70,20,"['no audio data', 'no video data', 'transcript-only input']","The phrase ""I'm sorry"" suggests possible sadness or regret and the overall content hints at frustration, but without multimodal cues, emotion inference is uncertain. The top candidates reflect lexical cues rather than observed behavior.",angry,0.2925170068027211
Ses01M_script01_1_F023.mp4,V,angry,surprised,85,90,[],"The visual expression describes cues strongly associated with surprise (notably jaw drop and upper lip raising). The overall mood is described as neutral with curiosity, indicating a possible mixed signal; however, the strongest cues point to surprise as the primary emotion.",angry,0.2925170068027211
Ses01F_script01_3_M033.mp4,A,sad,angry,70,90,[],"The description indicates a tense, low-pitched vocal delivery with emotional emphasis, which aligns most with anger and frustration; absence of noise or pronunciation issues supports high data quality.",sad,0.216
Ses01F_script03_1_M002.mp4,T,fearful,neutral,70,50,"['text-only transcript with no audio/visual cues', 'unknown context due to a single utterance', 'whispered speech context not measurable']","Based on the input transcript, the safest interpretation is neutral with moderate confidence; lack of prosody, facial cues, or context prevents stronger emotion classification.",neutral,0.7011494252873564
Ses01F_script03_1_M002.mp4,A,fearful,neutral,90,90,[],"The description indicates monotone, but no expressive cues for other emotions; strongest cue is neutrality.",neutral,0.7011494252873564
Ses01F_script03_1_M002.mp4,V,fearful,neutral,75,90,[],"The description indicates a mostly neutral but attentive expression with subtle indicators of a smile and a brief jaw drop, suggesting mild positive engagement and slight surprise alongside a neutral baseline.",neutral,0.7011494252873564
Ses01F_script03_1_M002.mp4,TAV,fearful,neutral,70,50,"['audio-visual modality mismatch (gender discrepancy)', 'monotone speech reducing emotion cues', 'brief content / limited contextual cues', 'visual microexpressions are subtle, limiting inference']","The frame shows a neutral but attentive subject with subtle smiles detected; audio is monotone and transcript is brief, resulting in moderate confidence with a primary neutral emotion and weaker positive cues.",neutral,0.7011494252873564
Ses01M_impro04_F008.mp4,TAV,neutral,happy,75,70,"[""gender pronouns inconsistency in description (visual_objective_description uses 'He' while audio/appearance suggests female)"", 'brief content limits temporal context for robust emotion detection', 'ambiguous combination of facial actions that could reflect multiple states rather than a single discrete emotion']",The data show facial indicators of positive affect (smile) but neutral audio; therefore multiple plausible emotions are reported with corresponding confidence levels.,neutral,0.6265560165975104
Ses01M_script02_1_M031.mp4,T,excited,neutral,70,70,['unclear speech'],"The phrase ""okay whatever"" and the somewhat dismissive comparison imply potential mild frustration, but the overall content presents a neutral stance with limited explicit emotion cues.",neutral,0.4396728016359918
Ses01M_script02_1_M031.mp4,A,excited,neutral,95,100,[],The description indicates a neutral emotional state with high confidence; no other emotions identified. Audio quality is excellent with clear articulation and no irregular speech patterns.,neutral,0.4396728016359918
Ses01M_script02_1_M031.mp4,V,excited,happy,92,95,[],"The combination of AU indicators (lip corner puller, cheek raiser, dimpler) and a slight smile suggests a genuine positive emotion (happiness). The subject's relaxed posture and neutral background further support a non-disguised positive affect.",neutral,0.4396728016359918
