video_id,modality,ground_truth,predicted_emotion,confidence,data_quality_score,data_quality_issues,reasoning,ensemble_prediction,ensemble_confidence,ensemble_followed_wrong_modality,sabotage_impact
dia239_utt7.mp4,V,neutral,surprise,92,90,[],"Facial actions indicate a strong response consistent with surprise (jaw drop, open mouth). Additional cues like nose wrinkling point to possible disgust, and slight brow tension could imply mild frustration; however, surprise is the dominant inferred emotion from the given cues and context.",surprise,0.3,True,potential_sabotage
dia239_utt7.mp4,TAV,neutral,disgust,75,70,"['whispered speech reducing clarity', 'negative tone attribution may be subjective', 'facial cues may be influenced by context of hallway/restroom setting']","Disgust is the most supported emotion by visual cues (nose wrinkler, lip stretcher) with accompanying surprise (jaw drop) and possible anger (furrowed brows, pursed lips) in a tense restroom-context discussion.",surprise,0.3,False,potential_sabotage
dia115_utt4.mp4,T,neutral,fear,75,65,"['brief content', 'whispered speech']","The phrase 'shrieking' suggests high arousal consistent with fear; 'like a Marine' implies aggressive intensity, supporting anger; there is ambiguity for other emotions, with surprise as a secondary cue.",fear,0.23255813953488372,True,potential_sabotage
dia115_utt4.mp4,A,neutral,sadness,75,80,['monotone delivery may limit intensity cues'],"The speaker's low, serious tone with pauses and reflection on an emotional experience suggests sadness as the primary emotion, with neutral as a secondary possibility.",fear,0.23255813953488372,False,potential_sabotage
dia115_utt4.mp4,V,neutral,surprise,75,65,"['dim lighting', 'one subject slightly turned away, reducing visibility of some cues']","The visual cues strongly indicate surprise via jaw drop and lips parted, with additional tension and brow cues suggesting fear or disgust; overall, surprise is primary with secondary signals.",fear,0.23255813953488372,False,potential_sabotage
dia115_utt4.mp4,TAV,neutral,anger,75,85,['poor lighting'],"Integrated audio-visual cues indicate tense, serious interaction between two individuals; dominant emotion inferred as anger with high confidence, followed by fear and sadness based on brow tension, gaze, and vocal emphasis but without explicit joy.",fear,0.23255813953488372,False,potential_sabotage
dia279_utt15.mp4,V,neutral,joy,85,90,[],"Facial action cues strongly indicate a genuine smile (joy) with some incidental cues of concentration or mild surprise; overall, joy is the most confident emotion.",neutral,0.4857142857142857,False,potential_sabotage
dia279_utt15.mp4,TAV,neutral,joy,75,90,[],"The subject displays a combination of positive affect (joy) with cues of mild surprise; the context suggests focus and urgency, but overall the dominant signals point to joy.",neutral,0.4857142857142857,False,potential_sabotage
dia245_utt4.mp4,A,fear,neutral,85,90,[],"The description states a woman speaking in a natural, not overly expressive manner, which aligns with a neutral emotional state. No other strong emotional cues are present.",surprise,0.2214765100671141,False,potential_sabotage
dia245_utt4.mp4,V,fear,joy,85,90,[],"The description reflects an animated, engaging moment with open mouth and expressive facial actions suggesting joy as the primary emotion, with secondary surprise from jaw drop and eyes/ brows cues.",surprise,0.2214765100671141,False,potential_sabotage
dia245_utt4.mp4,TAV,fear,surprise,80,85,[],"The strongest cues indicate a surprising moment (moderate jaw drop and brow movement) with some negative valence suggested by the context ('No-no-no'). Subtle cues also allow for possible fear or mild joy, but surprise is the dominant signal.",surprise,0.2214765100671141,True,potential_sabotage
dia42_utt2.mp4,A,neutral,sadness,85,90,[],"The description points to sadness/disappointment with a clear voice and no disfluencies, supporting sadness as the primary emotion with high confidence.",sadness,0.45614035087719296,True,potential_sabotage
dia42_utt2.mp4,TAV,neutral,sadness,75,85,['ambiguous emotional cues due to mixed cues'],"Integrated cues from transcript, audio description, and visuals suggest a sadness/concernful contemplative state; no major data quality issues.",sadness,0.45614035087719296,True,potential_sabotage
dia120_utt18.mp4,A,neutral,anger,85,70,"['description-based input; no actual audio to verify', 'subjective interpretation of tone', 'potential bias in perceiving emotion from text alone']",The description indicates a negative tone with explicit reference to anger or upset; anger is identified as the primary emotion with high confidence. Other emotions are not clearly supported by the provided cues.,anger,0.4054621848739496,True,potential_sabotage
dia120_utt18.mp4,V,neutral,disgust,85,90,[],"The subject's scrunched-up facial expression and cues (nose wrinkling, lip depression, brow furrowing) align with disgust/displeasure; secondary cues allow for anger as a plausible alternative; overall, disgust is the most probable emotion.",anger,0.4054621848739496,False,potential_sabotage
dia233_utt5.mp4,A,joy,neutral,95,100,[],"Audio_description indicates a neutral emotional tone with no salient vocal features, leading to high confidence in neutral as the primary emotion.",neutral,0.4124748490945674,True,potential_sabotage
dia233_utt5.mp4,V,joy,anger,85,70,"['text-based description lacking real-time visual cues', 'no audio data', 'limited context about lighting and camera angles']","The pink-clad woman's facial cues (narrowed eyes, pressed lips) and defensive posture indicate anger/frustration, while the other woman appears calm and engaged, contributing to a tense interaction.",neutral,0.4124748490945674,False,potential_sabotage
dia233_utt5.mp4,TAV,joy,anger,85,92,[],"Visual cues (crossed arms, pressed lips, brow tension) indicate irritation/frustration consistent with anger; the calm/open listening stance of the other participant aligns with a tense but non-extreme interaction. Audio is neutral, and the transcript hints at possible sarcasm, reinforcing a dominant anger signal with secondary neutral/surprise cues.",neutral,0.4124748490945674,False,potential_sabotage
dia29_utt4.mp4,A,surprise,anger,70,50,"['description-based evaluation without actual audio features', 'subjectivity in interpreting tone as negative', ""lacks contextual information about the speaker's intent""]","Based on the description indicating a negative tone from a male speaker, anger is the most probable emotion, with some possibility of sadness; other emotions are unlikely given negative tone.",surprise,0.3584905660377358,False,potential_sabotage
dia97_utt9.mp4,V,neutral,joy,75,90,[]," Facial cues include lip corner pulling, cheek raising, and dimpling indicating joy, complemented by brow raising and forehead creases suggesting contemplation/concern. Overall, joy is the strongest, with secondary neutral interpretation due to ambivalent cues.",neutral,0.5760869565217391,False,potential_sabotage
dia169_utt5.mp4,T,surprise,sadness,85,50,"['lack of audio/visual cues', 'text-only data', 'limited context']",Text transcript suggests emotional distress (likely sadness) with possible anger; data quality is moderate due to absence of perceptual cues and limited context.,joy,0.4327390599675851,False,potential_sabotage
dia169_utt5.mp4,A,surprise,joy,90,85,[],"The description indicates a positive tonal cue, most consistent with joy. No other explicit emotional cues are provided.",joy,0.4327390599675851,True,potential_sabotage
dia169_utt5.mp4,V,surprise,joy,92,90,[],"The foreground person shows a positive affect consistent with joy; additional cues indicate mild surprise, but no other emotions are strongly supported by the data.",joy,0.4327390599675851,True,potential_sabotage
dia169_utt5.mp4,TAV,surprise,joy,85,75,"['conflicting cues between transcript (jealous/frustrated line) and positive/playful on-screen interactions', 'whispered speech may reduce transcription accuracy', 'multiple subjects in frame could cause ambiguity about whose emotion is being analyzed']","The scene depicts a playful, joyful interaction among three people, with secondary surprise cues. Data quality is decent but limited by cross-modal inconsistencies and whispers.",joy,0.4327390599675851,True,potential_sabotage
dia133_utt9.mp4,V,neutral,joy,78,70,"['description-based input instead of frame data', 'ambiguous facial_action_units (lip corner depressor suggesting sadness vs. joy in context of kissing)', 'possible occlusions or close framing limiting distinct cue detection']","Two individuals are described in an intimate moment with likely positive affect; the context supports joy/neutral more than other emotions. Primary emotion is joy with high confidence, neutral as secondary due to calm demeanor.",neutral,0.33167495854063017,False,potential_sabotage
dia133_utt9.mp4,TAV,neutral,sadness,70,60,"['conflicting cues between audio, visual, and textual descriptions', 'visual cues (lip corner depressor) strongly indicate sadness, while the scene context suggests affection and intimacy', 'mixed modality signals create ambiguity about the dominant emotion']","Integrated cues from whisper transcript, audio description, and visual expressions. The strongest cue points to sadness (lip corner depressor) with negative audio, but the intimate framing and context imply positive/affectionate emotion, resulting in a mixed but sadness-leading interpretation.",neutral,0.33167495854063017,False,potential_sabotage
dia169_utt20.mp4,A,neutral,anger,80,60,"['subjective interpretation of tone from text description', 'no audio quality metrics provided (volume, clarity, background noise)', 'no duration or sampling rate information', 'limited contextual cues beyond tone']",Negative-toned voice suggests possible emotions of anger or sadness; anger is prioritized due to the intensity implied by 'negative' tone in the description.,sadness,0.19760479041916168,False,potential_sabotage
dia169_utt20.mp4,V,neutral,surprise,90,90,[],"The strongest cues indicate surprise (brow elevation and jaw drop with parted lips). Some simultaneous cues suggest secondary negative affect (sadness) or curiosity, leading to a mix of possible emotions, but surprise is most prominent based on the described facial actions.",sadness,0.19760479041916168,False,potential_sabotage
dia244_utt6.mp4,T,disgust,neutral,90,85,"['text-only data; no visual cues', 'whispered speech may reduce reliability of emotion cues not captured']","The line is largely neutral with no explicit emotional content; based on text alone, neutral is most probable.",anger,0.35490605427974947,False,potential_sabotage
dia244_utt6.mp4,A,disgust,sadness,90,95,[],"The description indicates a negative and uninterested affect with slow, unexpressive speech, which aligns with sadness. Other emotions are not evidenced by the provided cues.",anger,0.35490605427974947,False,potential_sabotage
dia244_utt6.mp4,V,disgust,anger,85,90,[],"The description indicates an intense, frustrated/disbelieving expression with a furrowed brow and pursed lips. AU indicators align most with anger, with some potential for secondary emotions such as disgust or sadness due to mouth movements.",anger,0.35490605427974947,True,potential_sabotage
dia244_utt6.mp4,TAV,disgust,anger,85,70,"['inconsistent cues about hesitations in speech', 'ambiguity between anger and sadness due to facial cues']","The scene presents a strong negative, intense expression with a negative vocal tone, most consistent with anger as the primary emotion. Some facial cues also align with sadness, indicating a secondary emotion with lower confidence.",anger,0.35490605427974947,True,potential_sabotage
dia17_utt17.mp4,A,fear,sadness,70,85,[],"The description indicates a negative, slow, flat, and tense voice, which most strongly aligns with sadness. Fear is a plausible secondary cue given tension and breathiness. Other emotions are less supported by the described cues.",surprise,0.2561307901907357,False,potential_sabotage
dia17_utt17.mp4,V,fear,joy,80,92,[],"The subject's lively expression, open mouth, and lip corner pullers indicate joy; slight jaw drop and brow elevation also hint at surprise, but joy is more prominent given the context of enthusiastic storytelling.",surprise,0.2561307901907357,False,potential_sabotage
dia17_utt17.mp4,TAV,fear,surprise,78,60,"['unclear speech', 'brief content']","Multiple modalities provide overlapping but sometimes conflicting signals: visual cues point to surprise and potential joy, while the audio suggests negativity or tension. This results in a mixture of probable emotions with varying confidence.",surprise,0.2561307901907357,True,potential_sabotage
dia17_utt16.mp4,V,fear,joy,85,90,[],"The combination of cheek raiser, lip corner puller, lip part, and moderate jaw drop aligns with joyful expression, while wide eyes and mouth openness also support a surprised component. Overall, joy is slightly more prominent than surprise.",fear,0.4065040650406504,False,potential_sabotage
dia244_utt7.mp4,A,disgust,joy,90,90,[],Positive tone described suggests joy as the primary emotion; other emotions are not indicated by the available data.,anger,0.2523364485981308,False,potential_sabotage
dia244_utt7.mp4,V,disgust,anger,82,90,[],"The subject shows strong indicators of anger (furrowed brows, strongly pressed lips, brow lowering, lid tightening) with concurrent cues that may reflect disgust (nose wrinkler, upper lip raiser, lip corner depressor) and mild fear. The jaw drop is minimal, suggesting only mild surprise rather than full astonishment. Overall, the dominant emotion is anger with secondary disgust and fear.",anger,0.2523364485981308,True,potential_sabotage
dia244_utt7.mp4,TAV,disgust,anger,80,60,"['conflicting cues between audio (positive tone) and visual cues of tension (anger/disgust)', 'mixed facial cues suggesting multiple emotions', 'context limited (transcript fragment provides minimal narrative)']","The scene shows furrowed brows and pressed lips (likely anger/frustration) with surrounding cues suggesting disgust or sadness; audio tone contradicts some cues, resulting in a moderate confidence across multiple emotions.",anger,0.2523364485981308,True,potential_sabotage
dia42_utt1.mp4,A,sadness,anger,70,90,[],"The description indicates a negative tonal quality, most consistent with anger as the primary emotion, with lesser likelihoods of sadness or fear. Disgust is possible but less likely given the lack of explicit cues.",sadness,0.21428571428571427,False,potential_sabotage
dia42_utt1.mp4,V,sadness,joy,75,90,[],"The visual cues suggest a predominantly positive and engaged affect (joy) with secondary signals of mild surprise, consistent with a warm, interactive scene described. Neutral and minor negative cues are present but less dominant.",sadness,0.21428571428571427,False,potential_sabotage
dia169_utt4.mp4,A,surprise,neutral,92,95,[],"The audio characterization points to a neutral emotional state with no expressive cues or arousal, and the described vocal quality supports high confidence in neutral classification.",surprise,0.42643923240938164,False,potential_sabotage
dia169_utt4.mp4,V,surprise,joy,85,85,[],"Facial actions such as cheek raiser and lip corner puller point to joy/amusement for the left subject, while jaw drop and raised arms suggest surprise for the standing subject; overall scene is playful and intimate, aligning with these emotions.",surprise,0.42643923240938164,False,potential_sabotage
dia169_utt4.mp4,TAV,surprise,joy,92,92,[],"Visual cues (lip corner puller, cheek raiser, chin raiser) indicate joy; additional cues such as slight jaw drop suggest surprise, aligning with the described expressions and playful context.",surprise,0.42643923240938164,False,potential_sabotage
dia77_utt3.mp4,A,anger,neutral,95,100,[],"The description points to a neutral emotional state with a clear, steady delivery and no cues suggesting other emotions.",anger,0.3178294573643411,False,potential_sabotage
dia77_utt3.mp4,V,anger,joy,85,65,"['ambiguous attribution of AUs to multiple individuals', 'text-based description of expressions rather than direct video data', 'no temporal context for expression dynamics']","Two-person interaction with mixed facial cues suggests simultaneous positive and negative expressions; woman shows joy while man shows intensity that may imply anger or concentration; overall, joy is the most supported emotion.",anger,0.3178294573643411,False,potential_sabotage
dia77_utt3.mp4,TAV,anger,joy,70,75,"['conflicting audio tone vs transcript content', 'mixed emotion signals across modalities']","Two-person outdoor scene with mixed cues: woman's smile suggests joy; man appears intense; transcript implies competition/defiance; audio tone is neutral; overall, joy is the most supported emotion, with possible anger and surprise as secondary.",anger,0.3178294573643411,False,potential_sabotage
dia97_utt8.mp4,T,fear,surprise,70,25,"['no audio or vocal cues', 'very short utterance', 'insufficient context']","Textual cue 'Uh-oh!' suggests a negative reaction; potential emotions include surprise and fear, with higher likelihood for surprise in absence of additional context.",joy,0.40979955456570155,False,potential_sabotage
dia97_utt8.mp4,A,fear,neutral,95,95,[],"The description indicates a neutral, unemotional delivery with no distinctive affective cues, leading to a high-confidence neutral classification.",joy,0.40979955456570155,False,potential_sabotage
dia97_utt8.mp4,V,fear,joy,92,90,[],"The described facial actions (lip corner puller, cheek rasier) and warm conversational context strongly indicate joy; slight jaw drop introduces a minor surprise signal but does not outweigh the joyful cues.",joy,0.40979955456570155,True,potential_sabotage
dia97_utt8.mp4,TAV,fear,joy,92,70,"['gender mismatch between audio description (man) and visual subject (woman)', ""transcript content 'Uh-oh!' may imply negative cue conflicting with observed positive affect"", 'multimodal inconsistency between audio and visual cues']","Joy is inferred from facial action units (lip corner puller, cheek raiser) and engaged posture; data quality is moderated due to conflicting audio/transcript cues and gender inconsistency.",joy,0.40979955456570155,True,potential_sabotage
dia29_utt5.mp4,A,surprise,joy,85,60,['brief content'],Positive tone described in the audio suggests joy with reasonably high confidence; no other emotions are supported by the data.,sadness,0.20365168539325842,False,potential_sabotage
dia29_utt5.mp4,V,surprise,anger,70,90,[],"Visual AUs indicate primarily negative affect with strongest signals for anger (brow lowering, lip corner depression) and sadness; secondary cues for disgust/joy exist but weaker.",sadness,0.20365168539325842,False,potential_sabotage
dia29_utt5.mp4,TAV,surprise,sadness,85,78,"['low volume/whispered speech in transcript', 'ambiguous facial cues with potential conflicting signals between audio tone and visuals']","Multimodal cues indicate a primary sadness signal from facial expressions, with secondary surprise signals. Audio tone conflicts with visuals, suggesting nuanced or mixed emotions among participants.",sadness,0.20365168539325842,True,potential_sabotage
dia240_utt9.mp4,V,joy,surprise,75,70,"[""partial visibility of one subject's face (woman's face largely obscured)"", 'mixed facial cues (brow raise and jaw drop suggesting surprise; lip corners puller/depressor indicate ambiguity)']","From the visual expression cues, there is strong evidence of surprise with some ambiguous happiness cues. The scene suggests a lively exchange, but limited visibility of one subject reduces certainty about secondary emotions.",surprise,0.34234234234234234,True,potential_sabotage
dia240_utt9.mp4,TAV,joy,surprise,85,92,[],"Visual cues indicate a strong surprise signal (brow raises, jaw drop, chin raise, lips parted) accompanying an energetic interaction. Supporting cues for joy are present but weaker; fear and anger are possible but less supported by the primary facial expressions and context.",surprise,0.34234234234234234,True,potential_sabotage
dia22_utt13.mp4,T,joy,neutral,80,95,[],A single-word utterance 'No.' without prosodic or visual context suggests neutral; limited information prevents confident detection of other emotions.,neutral,0.2986217457886677,True,potential_sabotage
dia22_utt13.mp4,A,joy,anger,75,70,"['no actual audio data provided', 'description-based inference may be subjective']","The description notes an expressive but tense delivery, which most strongly aligns with anger, with fear as a secondary possibility. Other emotions have lower likelihood given the information.",neutral,0.2986217457886677,False,potential_sabotage
dia207_utt0.mp4,A,sadness,joy,92,100,[],"The vocal delivery is described as happy and relaxed, indicating joy as the primary emotion with high confidence.",joy,0.40842787682333875,True,potential_sabotage
dia207_utt0.mp4,TAV,sadness,joy,90,85,['mixed facial action units suggesting potential emotion blending'],"Integrated transcript, audio, and visual cues indicate a primary emotion of joy/affection with secondary sadness cues; high confidence in joy due to consistent narration and positive affect in visuals.",joy,0.40842787682333875,True,potential_sabotage
dia175_utt5.mp4,V,neutral,joy,88,95,[],"The described expressions strongly indicate joy with a small, secondary cue of surprise; scene lighting and visibility are adequate, supporting reliable interpretation.",neutral,0.5714285714285714,False,potential_sabotage
dia169_utt19.mp4,A,neutral,joy,85,70,"['text-only description', 'no actual audio data to verify tone', 'limited contextual information']","The input explicitly indicates a positive tone, which strongly supports joy. Absence of audio data necessitates cautious interpretation.",surprise,0.46938775510204084,False,potential_sabotage
dia169_utt19.mp4,V,neutral,surprise,85,90,[],"The facial cues align with a predominant surprise while allowing for secondary cues of disgust or fear; description notes engagement and slight surprise, consistent with primary emotion.",surprise,0.46938775510204084,True,potential_sabotage
dia169_utt19.mp4,TAV,neutral,surprise,85,95,[],"The objective description notes slight surprise as she looks away, with an additional positive tone in audio and engagement in expression, suggesting surprise as the primary emotion with possible secondary joy.",surprise,0.46938775510204084,True,potential_sabotage
dia60_utt1.mp4,V,neutral,joy,85,90,[],The facial cues strongly indicate joy (smile-related features and positive context). A secondary surprise cue (jaw drop and brow raises) may reflect momentary emphasis during an animated exchange.,joy,0.4375,True,potential_sabotage
dia60_utt1.mp4,TAV,neutral,joy,85,85,['conflicting audio and visual cues (audio described as neutral while visuals imply positive emotions)'],"Scene shows animated, engaged interaction with positive affect; primary signal is joy with secondary surprise based on facial cues such as cheek raise and lip corners, along with jaw drop and brow movements.",joy,0.4375,True,potential_sabotage
dia110_utt8.mp4,T,disgust,neutral,85,95,[],"The statement is a casual directive with no overt emotional cues (no explicit joy, anger, fear, etc.), so neutral is the most plausible inference with relatively high confidence.",anger,0.3127629733520337,False,potential_sabotage
dia110_utt8.mp4,V,disgust,anger,85,85,[],"The scene describes confusion and annoyance on the left participant and a more earnest, furrowed-brow stance on the right, within a lively, intimate confrontation. The strongest indicators align with anger as the primary emotion, with secondary surprise and a residual neutral signal.",anger,0.3127629733520337,True,potential_sabotage
dia110_utt8.mp4,TAV,disgust,anger,78,85,"['ambiguous signals (mixed cues) across audio/visual channels', 'no explicit speech content to disambiguate emotion', 'possible overlap of multiple emotions in the scene']","Integrated audio and visual cues point to strong anger signals with concurrent disgust and surprise cues; the transcript conveys negative sentiment. Overall data is rich, but the simultaneous signals across modalities create ambiguity requiring multiple plausible emotion labels.",anger,0.3127629733520337,True,potential_sabotage
dia111_utt8.mp4,A,sadness,neutral,95,95,[],Detected neutrality with clear articulation; absence of cues for other emotions.,neutral,0.3314037626628075,True,potential_sabotage
dia111_utt8.mp4,V,sadness,surprise,78,90,[],"The woman's facial micro-expressions (jaw drop, brow cues, lip tension) align with surprise as the dominant emotion, with secondary cues suggesting anger. The tense, intense conversational context supports a multi-faceted emotional state rather than a single, neutral emotion.",neutral,0.3314037626628075,False,potential_sabotage
dia111_utt8.mp4,TAV,sadness,anger,75,85,['inconsistent emotional cues across modalities (audio described as neutral while visual cues suggest anger/frustration)'],"The scene shows a tense exchange with a serious facial expression and animated gestures from the woman, suggesting anger/frustration. The whispered apology and neutral audio tone provide a secondary neutral/remorseful context. Thus primary emotion is anger with secondary neutral and mild sadness/surprise.",neutral,0.3314037626628075,False,potential_sabotage
dia115_utt2.mp4,V,anger,surprise,85,90,[],"The described facial actions (inner brow raise, upper lid raise, jaw drop, some cheek/lip movements) strongly align with surprise. Additional cues (lip corner depressor) suggest possible accompanying emotions like anger or sadness within a tense exchange. Overall analysis identifies surprise as the primary emotion with supporting indications of related emotions.",anger,0.45081967213114754,False,potential_sabotage
dia239_utt1.mp4,T,anger,fear,85,50,"['brief content', 'lack of corroborating non-verbal cues (no video)']","The transcript expresses distress and potential self-harm ideation, indicating fear and sadness as the dominant emotions. Data quality is moderate due to limited contextual cues and absence of visual/audio features. Safety note: If you are feeling distressed or thinking about self-harm, please reach out to a trusted person or local crisis resources.",sadness,0.2764350453172205,False,potential_sabotage
dia210_utt7.mp4,T,joy,neutral,100,60,"['brief content', 'no audio/video context', 'single sentence transcript']","With only the sentence 'I know what time you said,' there are no clear emotional indicators. Neutral is the most plausible primary emotion given the lack of affective cues.",joy,0.7347480106100795,False,potential_sabotage
dia115_utt3.mp4,T,disgust,anger,70,25,"['no video or audio data provided (only transcript)', 'limited contextual cues']","The transcript suggests potential anger (confrontational phrasing) and fear (shielding, shrieking). However, lack of T modality data limits confidence.",anger,0.4112903225806452,True,potential_sabotage
dia115_utt3.mp4,A,disgust,anger,75,90,[],"Based on the description, negative tone aligns with anger and possible disgust. Anger is prioritized as the primary emotion due to higher declared likelihood in the text.",anger,0.4112903225806452,True,potential_sabotage
dia115_utt3.mp4,V,disgust,surprise,70,70,"['dim lighting', 'ambiguous emotional cues due to mixed facial signals']","Two individuals show a tense, serious interaction. Facial cues include brow raising and jaw drop (surprise), nose wrinkling (disgust), lip tension and corner pulling (mixed joy/anger). Overall, surprise is most prominent, with secondary cues.",anger,0.4112903225806452,False,potential_sabotage
dia115_utt3.mp4,TAV,disgust,anger,85,90,[],"Anger is the strongest cue across audio and visual data, supported by the negative tone and tense confrontation. Disgust is indicated by minor facial cues (nose wrinkler, lip tension), and a small possibility of surprise is inferred from a brief jaw drop.",anger,0.4112903225806452,True,potential_sabotage
dia279_utt13.mp4,V,neutral,anger,75,85,[],"The description emphasizes a serious, tense demeanor with a slight frown and firm posture, aligning best with anger/frustration. Occasional cues like jaw drop hint at possible surprise, but anger remains the dominant emotion.",neutral,0.362962962962963,False,potential_sabotage
dia279_utt13.mp4,TAV,neutral,joy,75,90,[],"Audio suggests confidence and engagement; visual cues indicate a mix of positive affect (smile-related cues) and tension (frown, crossed arms, jaw drop). This supports primary detection of joy with strong neutral and notable surprise signals, and weaker indications of anger or sadness.",neutral,0.362962962962963,False,potential_sabotage
dia111_utt9.mp4,A,fear,joy,92,95,[],The speaker's positive tone and clear articulation suggest joy as the dominant emotion; lack of negative cues or noise supports high confidence.,joy,0.32595573440643866,True,potential_sabotage
dia111_utt9.mp4,V,fear,neutral,70,90,[],"The subject displays a predominantly neutral affect with some cues suggestive of mild frustration or concentration (brow tension, pressed lips, slight jaw movement). There are no strong indicators for joy, fear, disgust, or sadness.",joy,0.32595573440643866,False,potential_sabotage
dia111_utt9.mp4,TAV,fear,joy,70,85,"['mixed cues: positive audio tone with contemplative/tense visual cues', 'surprise cues present but not dominant', 'some ambiguity due to off-screen context and lack of explicit emotional labeling']","Integrated transcript, audio, and visual cues indicate primarily positive affect (joy) with secondary surprise; data quality high but with some ambiguity due to mixed cues.",joy,0.32595573440643866,True,potential_sabotage
dia60_utt0.mp4,A,fear,sadness,85,90,[],"The speaker's negative tone combined with a slow, pausing delivery is most consistent with sadness rather than anger or other emotions, given the lack of vocal agitation or abruptness.",sadness,0.38409703504043125,True,potential_sabotage
dia60_utt0.mp4,V,fear,anger,72,80,[],"The strongest cue is brow lowering with a strong lip corner depressor, aligning with anger. Additional cues such as jaw drop and lid tightener suggest possible surprise or heightened arousal, contributing to secondary signals (surprise and sadness). Overall, anger is the primary inferred emotion.",sadness,0.38409703504043125,False,potential_sabotage
dia60_utt0.mp4,TAV,fear,sadness,75,85,"['busy environment causing potential distraction', 'background activity may introduce minor visual noise']","The transcript and audio describe a serious, negative discussion about having a baby. Facial cues include brow furrow and lip depressor, aligning with sadness and concern. Visual context supports seriousness rather than joy or surprise.",sadness,0.38409703504043125,True,potential_sabotage
dia169_utt18.mp4,T,disgust,neutral,85,50,"['incomplete sentence', 'fragmentary transcript', 'context lacking']","The provided whisper_transcript is a partial sentence about gossip; it does not reveal clear emotional cues such as joy, anger, or fear. Therefore, neutral is assigned as the most probable emotion with high confidence, acknowledging limited data.",anger,0.22288438617401668,False,potential_sabotage
dia169_utt18.mp4,V,disgust,surprise,75,60,"['scene contains three individuals; facial cues may be attributed to multiple subjects', 'unclear which subject the cues refer to in the provided description', 'potential mixed emotions across subjects due to conversational context', 'no audio data available to corroborate emotional state']","The description indicates a pivotal, tense conversation with signs of surprise, concern, and potential frustration. The strongest cues point to surprise (jaw drop, lips parted) but there are accompanying cues (brow lowering, lid tightening) that suggest disgust or anger, leading to multiple plausible emotions.",anger,0.22288438617401668,False,potential_sabotage
