video_id,modality,ground_truth,predicted_emotion,confidence,data_quality_score,data_quality_issues,reasoning,ensemble_prediction,ensemble_confidence,ensemble_followed_wrong_modality,sabotage_impact
dia97_utt8.mp4,TAV,fear,joy,92,70,"['gender mismatch between audio description (man) and visual subject (woman)', ""transcript content 'Uh-oh!' may imply negative cue conflicting with observed positive affect"", 'multimodal inconsistency between audio and visual cues']","Joy is inferred from facial action units (lip corner puller, cheek raiser) and engaged posture; data quality is moderated due to conflicting audio/transcript cues and gender inconsistency.",joy,0.40979955456570155,True,ensemble_followed_wrong_modality
dia29_utt5.mp4,TAV,surprise,sadness,85,78,"['low volume/whispered speech in transcript', 'ambiguous facial cues with potential conflicting signals between audio tone and visuals']","Multimodal cues indicate a primary sadness signal from facial expressions, with secondary surprise signals. Audio tone conflicts with visuals, suggesting nuanced or mixed emotions among participants.",sadness,0.20365168539325842,True,ensemble_followed_wrong_modality
dia240_utt9.mp4,V,joy,surprise,75,70,"[""partial visibility of one subject's face (woman's face largely obscured)"", 'mixed facial cues (brow raise and jaw drop suggesting surprise; lip corners puller/depressor indicate ambiguity)']","From the visual expression cues, there is strong evidence of surprise with some ambiguous happiness cues. The scene suggests a lively exchange, but limited visibility of one subject reduces certainty about secondary emotions.",surprise,0.34234234234234234,True,ensemble_followed_wrong_modality
dia240_utt9.mp4,TAV,joy,surprise,85,92,[],"Visual cues indicate a strong surprise signal (brow raises, jaw drop, chin raise, lips parted) accompanying an energetic interaction. Supporting cues for joy are present but weaker; fear and anger are possible but less supported by the primary facial expressions and context.",surprise,0.34234234234234234,True,ensemble_followed_wrong_modality
dia22_utt13.mp4,T,joy,neutral,80,95,[],A single-word utterance 'No.' without prosodic or visual context suggests neutral; limited information prevents confident detection of other emotions.,neutral,0.2986217457886677,True,ensemble_followed_wrong_modality
dia207_utt0.mp4,A,sadness,joy,92,100,[],"The vocal delivery is described as happy and relaxed, indicating joy as the primary emotion with high confidence.",joy,0.40842787682333875,True,ensemble_followed_wrong_modality
dia207_utt0.mp4,TAV,sadness,joy,90,85,['mixed facial action units suggesting potential emotion blending'],"Integrated transcript, audio, and visual cues indicate a primary emotion of joy/affection with secondary sadness cues; high confidence in joy due to consistent narration and positive affect in visuals.",joy,0.40842787682333875,True,ensemble_followed_wrong_modality
dia169_utt19.mp4,V,neutral,surprise,85,90,[],"The facial cues align with a predominant surprise while allowing for secondary cues of disgust or fear; description notes engagement and slight surprise, consistent with primary emotion.",surprise,0.46938775510204084,True,ensemble_followed_wrong_modality
dia169_utt19.mp4,TAV,neutral,surprise,85,95,[],"The objective description notes slight surprise as she looks away, with an additional positive tone in audio and engagement in expression, suggesting surprise as the primary emotion with possible secondary joy.",surprise,0.46938775510204084,True,ensemble_followed_wrong_modality
dia60_utt1.mp4,V,neutral,joy,85,90,[],The facial cues strongly indicate joy (smile-related features and positive context). A secondary surprise cue (jaw drop and brow raises) may reflect momentary emphasis during an animated exchange.,joy,0.4375,True,ensemble_followed_wrong_modality
dia60_utt1.mp4,TAV,neutral,joy,85,85,['conflicting audio and visual cues (audio described as neutral while visuals imply positive emotions)'],"Scene shows animated, engaged interaction with positive affect; primary signal is joy with secondary surprise based on facial cues such as cheek raise and lip corners, along with jaw drop and brow movements.",joy,0.4375,True,ensemble_followed_wrong_modality
dia110_utt8.mp4,V,disgust,anger,85,85,[],"The scene describes confusion and annoyance on the left participant and a more earnest, furrowed-brow stance on the right, within a lively, intimate confrontation. The strongest indicators align with anger as the primary emotion, with secondary surprise and a residual neutral signal.",anger,0.3127629733520337,True,ensemble_followed_wrong_modality
dia110_utt8.mp4,TAV,disgust,anger,78,85,"['ambiguous signals (mixed cues) across audio/visual channels', 'no explicit speech content to disambiguate emotion', 'possible overlap of multiple emotions in the scene']","Integrated audio and visual cues point to strong anger signals with concurrent disgust and surprise cues; the transcript conveys negative sentiment. Overall data is rich, but the simultaneous signals across modalities create ambiguity requiring multiple plausible emotion labels.",anger,0.3127629733520337,True,ensemble_followed_wrong_modality
dia111_utt8.mp4,A,sadness,neutral,95,95,[],Detected neutrality with clear articulation; absence of cues for other emotions.,neutral,0.3314037626628075,True,ensemble_followed_wrong_modality
dia115_utt3.mp4,T,disgust,anger,70,25,"['no video or audio data provided (only transcript)', 'limited contextual cues']","The transcript suggests potential anger (confrontational phrasing) and fear (shielding, shrieking). However, lack of T modality data limits confidence.",anger,0.4112903225806452,True,ensemble_followed_wrong_modality
dia115_utt3.mp4,A,disgust,anger,75,90,[],"Based on the description, negative tone aligns with anger and possible disgust. Anger is prioritized as the primary emotion due to higher declared likelihood in the text.",anger,0.4112903225806452,True,ensemble_followed_wrong_modality
dia115_utt3.mp4,TAV,disgust,anger,85,90,[],"Anger is the strongest cue across audio and visual data, supported by the negative tone and tense confrontation. Disgust is indicated by minor facial cues (nose wrinkler, lip tension), and a small possibility of surprise is inferred from a brief jaw drop.",anger,0.4112903225806452,True,ensemble_followed_wrong_modality
dia111_utt9.mp4,A,fear,joy,92,95,[],The speaker's positive tone and clear articulation suggest joy as the dominant emotion; lack of negative cues or noise supports high confidence.,joy,0.32595573440643866,True,ensemble_followed_wrong_modality
dia111_utt9.mp4,TAV,fear,joy,70,85,"['mixed cues: positive audio tone with contemplative/tense visual cues', 'surprise cues present but not dominant', 'some ambiguity due to off-screen context and lack of explicit emotional labeling']","Integrated transcript, audio, and visual cues indicate primarily positive affect (joy) with secondary surprise; data quality high but with some ambiguity due to mixed cues.",joy,0.32595573440643866,True,ensemble_followed_wrong_modality
dia60_utt0.mp4,A,fear,sadness,85,90,[],"The speaker's negative tone combined with a slow, pausing delivery is most consistent with sadness rather than anger or other emotions, given the lack of vocal agitation or abruptness.",sadness,0.38409703504043125,True,ensemble_followed_wrong_modality
dia60_utt0.mp4,TAV,fear,sadness,75,85,"['busy environment causing potential distraction', 'background activity may introduce minor visual noise']","The transcript and audio describe a serious, negative discussion about having a baby. Facial cues include brow furrow and lip depressor, aligning with sadness and concern. Visual context supports seriousness rather than joy or surprise.",sadness,0.38409703504043125,True,ensemble_followed_wrong_modality
dia169_utt18.mp4,TAV,disgust,anger,72,85,['transcript appears incomplete (sentence ends abruptly)'],"Negative tone paired with tense facial cues and a serious/frustrated central speaker suggests anger with possible accompanying surprise or fear; other participants show concern or disbelief, indicating a mix of emotions in the scene.",anger,0.22288438617401668,True,ensemble_followed_wrong_modality
dia175_utt4.mp4,T,fear,neutral,85,40,"['unclear speech', 'brief content']","The transcript conveys a serious, business-like inquiry but does not explicitly express a distinct emotion; thus neutral is most probable with high confidence. The whisper/short segment reduces reliability.",neutral,0.4095238095238095,True,ensemble_followed_wrong_modality
dia175_utt4.mp4,A,fear,neutral,95,90,[],"Audio description suggests a neutral emotional state due to normal, not expressive vocal delivery.",neutral,0.4095238095238095,True,ensemble_followed_wrong_modality
dia174_utt4.mp4,T,sadness,neutral,85,60,"['brief content', 'text-only input lacks multimodal cues']",The input is a short whisper transcript without explicit emotional content; neutral emotion is inferred with moderate confidence due to limited data.,neutral,0.38636363636363635,True,ensemble_followed_wrong_modality
dia174_utt4.mp4,A,sadness,neutral,100,100,[],"The description indicates a neutral vocal delivery with no significant emotional cues, supporting a high-confidence neutral classification.",neutral,0.38636363636363635,True,ensemble_followed_wrong_modality
dia207_utt1.mp4,T,sadness,surprise,70,75,['brief content'],"The line 'What. Oh no, you just rolled over the juice box.' suggests mild surprise and dismay rather than strong emotions; the short content provides limited cues for confident classification.",surprise,0.32575757575757575,True,ensemble_followed_wrong_modality
dia207_utt1.mp4,TAV,sadness,surprise,80,65,"['brief content', 'ambiguous audio tone']","Visual cues (jaw drop, brow involvement) suggest surprise; mild lip corner puller hints at light positive emotion (joy) amid intimacy cues. Audio tone being negative adds ambiguity, allowing secondary interpretations such as fear or mild anger.",surprise,0.32575757575757575,True,ensemble_followed_wrong_modality
dia240_utt8.mp4,T,neutral,fear,75,65,"['whisper reduces vocal cues', 'brief content']","The phrase indicates concern about someone potentially in danger, aligning most with fear; no other strong emotional cues are evident in the brief transcript.",fear,0.3051224944320713,True,ensemble_followed_wrong_modality
dia77_utt4.mp4,A,sadness,neutral,95,95,[],"The description indicates a calm, clear voice with no notable emotional expressiveness; thus neutral is most plausible with high confidence.",neutral,0.4007285974499089,True,ensemble_followed_wrong_modality
dia174_utt6.mp4,T,sadness,surprise,80,60,"['brief content', 'text-only data lacking multimodal cues']","The phrase ""Really?"" suggests surprise, while overall content implies neutral contemplation. Absence of nonverbal cues reduces confidence; thus two plausible emotions with corresponding confidences.",surprise,0.34959349593495936,True,ensemble_followed_wrong_modality
dia174_utt6.mp4,V,sadness,surprise,85,60,"['dim lighting', 'occlusion from hand on face', 'shadowy background/low contrast']","The expression shows indicators of surprise (brow raising, lip part, jaw drop). A secondary neutral signal exists due to ambiguous cues and environment.",surprise,0.34959349593495936,True,ensemble_followed_wrong_modality
dia239_utt3.mp4,V,neutral,surprise,92,90,[],"AU signals indicate strong surprise (inner/outer brow raise, jaw drop, lips parted) with concurrent disgust (nose wrinkler). Additional cues suggest fear or concern; overall scene supports anticipation/emotional significance.",surprise,0.276657060518732,True,ensemble_followed_wrong_modality
dia22_utt11.mp4,V,neutral,joy,92,90,[],"The described facial features align with a genuine smile indicative of joy. The scene provides a positive interpersonal context, supporting a joyful interpretation.",joy,0.37627811860940696,True,ensemble_followed_wrong_modality
dia22_utt11.mp4,TAV,neutral,joy,92,85,['neutral audio description conflicting with visible joy cues'],"Facial cues suggest joy (AU6+AU12 with dimpler), supported by upbeat body language; audio tone is neutral, creating some modality conflict but not undermining the visual evidence.",joy,0.37627811860940696,True,ensemble_followed_wrong_modality
dia254_utt16.mp4,A,neutral,joy,92,60,"['textual description of audio rather than raw audio data', 'subjective interpretation of emotions', 'no acoustic features or frame-level data', 'limited context (only a brief description)']","The audio description indicates the speaker is happy and excited, suggesting the emotion 'joy' with high confidence. Other emotions are unlikely given the description.",joy,0.3699186991869919,True,ensemble_followed_wrong_modality
dia254_utt16.mp4,TAV,neutral,joy,90,65,"['multimodal inconsistency between audio description of happiness and visual context of tension', ""partial visibility of some participants' expressions in the scene""]"," Audio signals joy from the speaker, while the scene description and facial cues imply surprise and anger/frustration within a tense group dynamic; multiple emotions appear to co-occur across modalities.",joy,0.3699186991869919,True,ensemble_followed_wrong_modality
dia25_utt2.mp4,V,sadness,joy,92,88,[],"The scene depicts a lively, laughing interaction between two individuals. Facial cues align with joy (AU12, AU6, AU10, AU25) and there are mild cues that could hint at surprise, but overall interpretation favors joy as the primary emotion.",joy,0.4026258205689278,True,ensemble_followed_wrong_modality
dia25_utt2.mp4,TAV,sadness,joy,92,95,[],"The scene features two women in a playful interaction; the right woman displays a bright, joyful expression with teeth showing, consistent with joy. Audio is neutral and the transcript notes apology, but the visual data provides the strongest indication of joy.",joy,0.4026258205689278,True,ensemble_followed_wrong_modality
dia240_utt16.mp4,A,surprise,neutral,92,100,[],"The description indicates a neutral emotional tone with clear articulation and no cues for other emotions, resulting in a high-confidence neutral classification.",neutral,0.5016891891891891,True,ensemble_followed_wrong_modality
dia240_utt16.mp4,V,surprise,neutral,70,75,"['no audio data', 'emotions inferred from descriptive text rather than direct video cues', 'potential bias from context description']","The scene depicts a serious, possibly tense exchange with subtle facial cues (brow raise, dimpling, chin raise, lip tension, jaw drop) that align with neutral-to-surprise and some tension; thus multiple emotions are plausible with neutral as primary.",neutral,0.5016891891891891,True,ensemble_followed_wrong_modality
dia240_utt16.mp4,TAV,surprise,neutral,70,85,[],"The overall interpretation leans toward a neutral baseline with occasional tension-related cues (brows furrow, lip tightener, chin raise) suggesting secondary fear or anticipation; no strong indicators of joy or disgust.",neutral,0.5016891891891891,True,ensemble_followed_wrong_modality
dia165_utt3.mp4,T,disgust,fear,70,60,"['brief content', 'unclear speech']","The statement suggests uncertainty and fear, with a possible neutral stance due to lack of overt affect. Data quality is moderate due to brief content and potential subtlety from whispering.",fear,0.2932330827067669,True,ensemble_followed_wrong_modality
dia174_utt13.mp4,T,anger,joy,70,40,"['brief content', 'whispered voice', 'no visual context', 'no acoustic prosody in transcript']","Based on the single utterance 'Yeah! Got it!', likely indicates mild positive emotion (joy) with some possibility of surprise; confidence is low due to limited data and lack of visual cues.",joy,0.28346456692913385,True,ensemble_followed_wrong_modality
dia174_utt13.mp4,A,anger,joy,95,100,[],"The description indicates a positive, upbeat tone with clear speech, supporting joy as the primary emotion with high confidence.",joy,0.28346456692913385,True,ensemble_followed_wrong_modality
dia100_utt18.mp4,T,fear,neutral,70,40,"['text-only input with minimal context', 'no visual cues available', 'no audio prosody available', 'ambiguous emotional content']","The line 'Where are you Leslie?' suggests possible neutral inquiry with mild concern, but without tone or facial cues, multiple emotions are plausible; neutral is most probable given the content.",neutral,0.375,True,ensemble_followed_wrong_modality
dia100_utt18.mp4,A,fear,neutral,70,60,"['no actual audio data', 'text description only', 'limited cues from description']","Monotone speech in a female speaker suggests low arousal; without audio features or facial cues, neutral is most likely; sadness is a possible secondary cue.",neutral,0.375,True,ensemble_followed_wrong_modality
dia100_utt19.mp4,A,sadness,joy,92,95,[],"Description indicates a happy and excited tone with clear pitch and smooth delivery, supporting joy as the primary emotion with high confidence.",joy,0.386411889596603,True,ensemble_followed_wrong_modality
dia100_utt19.mp4,TAV,sadness,joy,90,65,"['transcript incomplete/unfinished', 'multimodal cues show some incongruence between audio and facial expressions']","Integrated analysis across audio and visual modalities points to a primary state of joy, with secondary cues suggesting potential subtle sadness or concern. Data quality is moderate due to incomplete transcript and some incongruent multimodal signals.",joy,0.386411889596603,True,ensemble_followed_wrong_modality
dia165_utt2.mp4,V,surprise,sadness,92,90,[],"The scene depicts distress and vulnerability with tears and protective touch, indicating sadness as the dominant emotion. Additional cues (slight brow raise and jaw drop) suggest some surprise, while subtle lip movements imply fleeting joy; overall sadness is the primary emotion.",sadness,0.2681818181818182,True,ensemble_followed_wrong_modality
dia165_utt2.mp4,TAV,surprise,sadness,85,90,[],"Integrated audio and visual cues point to sadness as primary, with a minor surprise component; data quality is high due to clear multimodal descriptions.",sadness,0.2681818181818182,True,ensemble_followed_wrong_modality
dia112_utt3.mp4,T,disgust,neutral,95,10,"['no visual cues', 'no audio prosody', 'brief content']",The content is a neutral planning statement; without multimodal cues there is insufficient evidence for other emotions.,neutral,0.36538461538461536,True,ensemble_followed_wrong_modality
dia112_utt3.mp4,A,disgust,neutral,95,95,[],"The speaker's tone is described as relaxed and comfortable, indicating a neutral emotional state with high confidence; no cues of other emotions are evident in the description.",neutral,0.36538461538461536,True,ensemble_followed_wrong_modality
dia25_utt3.mp4,V,neutral,joy,90,95,[],"Facial cues (lip corner puller, dimpler, lips part, upper lip raiser) indicate a genuine smile (joy). Some brow movement could suggest a light surprise, but the dominant signal is happiness in the context of laughter and playful interaction.",joy,0.4805194805194805,True,ensemble_followed_wrong_modality
dia25_utt3.mp4,TAV,neutral,joy,95,92,[],"The scene features two women engaging playfully, one laughing with a broad smile. Facial action units (cheek raiser, lip corner puller, lips part) and the context strongly support joy as the dominant emotion.",joy,0.4805194805194805,True,ensemble_followed_wrong_modality
dia131_utt5.mp4,A,neutral,joy,85,70,"['brief content', 'limited data', 'subjective interpretation of tone']",Positive tone suggests joy as the most likely emotion; neutral is possible but less confident.,joy,0.5991189427312775,True,ensemble_followed_wrong_modality
dia131_utt5.mp4,V,neutral,joy,92,90,[],"Strong Duchenne smile cues (cheek raiser and lip corner puller), upper lip raise, and dimples indicate joy with high confidence; slight nose wrinkling and brow lowering are not inconsistent with a joyful social smile.",joy,0.5991189427312775,True,ensemble_followed_wrong_modality
dia131_utt5.mp4,TAV,neutral,joy,92,90,[],Joy is the most supported emotion by facial action units indicating smiling and by the positive tone of the audio description; mild jaw drop suggests occasional surprise but is not dominant.,joy,0.5991189427312775,True,ensemble_followed_wrong_modality
dia200_utt3.mp4,V,anger,joy,85,95,[],"The described facial actions point to a combination of joy (lip corner puller, dimpler, lips part) and mild surprise (outer brow raise, jaw drop). Scene context indicates amusement and bemusement, aligning with these emotions.",joy,0.3434343434343434,True,ensemble_followed_wrong_modality
dia200_utt3.mp4,TAV,anger,joy,85,80,"['possible conflicting cues between negative audio tone and positive visual facial cues', 'audio description lacks granular acoustic features (e.g., exact pitch dynamics)']","Multi-modal analysis suggests the central figure displays joy with mild surprise, supported by facial indicators and animated gestures; audio tone introduces some tension that could reflect context rather than pure emotion.",joy,0.3434343434343434,True,ensemble_followed_wrong_modality
dia240_utt15.mp4,A,sadness,neutral,90,95,[],"The speaker is described as monotone and not engaged, indicating a neutral affect with high confidence; no cues for other emotions are present.",neutral,0.5096153846153846,True,ensemble_followed_wrong_modality
dia254_utt6.mp4,A,anger,joy,85,100,[],Positive tone indicates joy; only joy confidently detected.,joy,0.3220338983050847,True,ensemble_followed_wrong_modality
dia52_utt1.mp4,T,disgust,anger,75,40,"['incomplete sentence', 'short excerpt', 'no audio cues or facial cues available', 'whisper_transcript provides limited context']","The fragment 'To tape the game? You do this every time Ross, you're' implies anger/irritation. Without video/audio cues, confidence remains moderate.",anger,0.3129548762736536,True,ensemble_followed_wrong_modality
dia52_utt1.mp4,A,disgust,anger,70,65,"['subjective interpretation of tone', 'no raw audio provided', 'limited contextual information']","Based on provided audio description, the voice conveys a negative tone with slight tension and slow, pausing delivery, suggesting anger as the most likely emotion; multiple nearby emotions are also plausible.",anger,0.3129548762736536,True,ensemble_followed_wrong_modality
dia254_utt14.mp4,V,disgust,sadness,75,90,[],"The woman's distressed expression (brow furrow, mouth open) aligns with sadness and potential fear; jaw drop and nose wrinkler introduce ambiguity toward surprise or disgust, but overall the mood is dominated by distress/sadness. The man's expression and posture support a tense, concerned interaction scene.",sadness,0.19594594594594594,True,ensemble_followed_wrong_modality
dia254_utt14.mp4,TAV,disgust,sadness,70,65,"['conflicting multimodal cues between audio (positive) and visuals showing distress', 'brief content in whisper transcript with potentially unrelated phrases', 'ambiguous expressions with mixed signals (distress vs slight smiles)', 'scene involves two people with comforting interaction, complicating single-emotion labeling']","The frame depicts a distressed female with supportive male; emotions inferred include sadness and fear, with possible surprise. Confidence levels reflect dominance of sadness, supported by facial cues and body language; audio-visual inconsistency reduces certainty.",sadness,0.19594594594594594,True,ensemble_followed_wrong_modality
dia131_utt4.mp4,T,neutral,joy,70,50,"['brief content', 'unclear speech']","The transcript 'Good.' indicates a positive sentiment; due to brevity and whisper, we assign potential joy with highest confidence and neutral as plausible secondary interpretation.",joy,0.5921658986175116,True,ensemble_followed_wrong_modality
dia131_utt4.mp4,V,neutral,joy,92,95,[],"The expressed facial actions show a genuine smile (AU12 + AU14) with eye involvement, indicating joy as the dominant emotion. Secondary brow actions are less indicative of a distinct emotion in this context.",joy,0.5921658986175116,True,ensemble_followed_wrong_modality
dia131_utt4.mp4,TAV,neutral,joy,95,90,[],"The scene features a lively group with evident smiles and a cheeky grin; visual facial action units (lip corner puller, dimpler) point to joy. Audio description indicates neutral delivery, supporting non-negative affect with no contradictory cues.",joy,0.5921658986175116,True,ensemble_followed_wrong_modality
dia94_utt0.mp4,A,surprise,anger,85,60,"['limited cues: only negative tone described; no acoustic features provided', 'no duration or multiplicity of utterances', 'no additional context or audio quality details']","The description suggests a negative tone, most consistent with anger. However, uncertainty remains due to lack of detailed audio features and context.",anger,0.34306569343065696,True,ensemble_followed_wrong_modality
dia94_utt0.mp4,TAV,surprise,anger,90,92,[],"The scene depicts a tense discussion with a serious expression on the male subject and concerned bystander; combined audio negativity and facial tension point to anger as the dominant emotion, with possible secondary cues for disgust, fear, and surprise.",anger,0.34306569343065696,True,ensemble_followed_wrong_modality
dia112_utt4.mp4,V,surprise,joy,92,75,"['night lighting', ""second subject's face not visible / partially occluded""]","The description indicates positive engagement and enthusiastic facial cues (lip corner puller, dimples, raised eyes/eyebrows), suggesting joy. Subtle cues of curiosity or mild surprise are possible due to wide eyes and raised eyebrows, but the strongest signal is joy from the foreground subject and the friendly interaction overall.",joy,0.3477406679764244,True,ensemble_followed_wrong_modality
dia112_utt4.mp4,TAV,surprise,joy,85,70,"['low lighting/night scene', 'mixed audio-visual cues (monotone voice vs. joyful facial expressions)', 'face visibility limited for one speaker', 'short clip / limited contextual information']","The scene shows two women; the dark-haired woman displays cues of joy and engagement, while the audio suggests a neutral tone. Overall, joy is the primary inferred emotion with secondary neutral/surprise signals.",joy,0.3477406679764244,True,ensemble_followed_wrong_modality
dia249_utt6.mp4,V,neutral,joy,75,65,"['description-based inference; no raw video frames provided', 'potential inconsistency between stated brow action (slightly Brow Lowerer) and described eyebrow raise in objective scene']","The scene describes a light-hearted interaction with amusement and disbelief. Facial cues such as a smile with dimples and upturned lip corners point to joy, while raised eyebrows imply surprise. The combination supports both emotions with joy as the primary emotion.",joy,0.47368421052631576,True,ensemble_followed_wrong_modality
dia249_utt6.mp4,TAV,neutral,joy,85,92,[],"The visual cues describe amusement (smile, dimples) and disbelief (raised eyebrows) in a friendly, lively conversation, supported by a warm, jovial speaker, indicating joy as the primary emotion and surprise as a secondary emotion.",joy,0.47368421052631576,True,ensemble_followed_wrong_modality
dia165_utt4.mp4,T,sadness,surprise,70,40,"['brief content', 'no audio or visual cues', 'transcript-only data']","The line expresses disbelief about their living situation, which aligns with surprise, with possible underlying sadness; however, without audio/visual cues, emotion inference remains uncertain.",surprise,0.4791666666666667,True,ensemble_followed_wrong_modality
dia165_utt4.mp4,A,sadness,surprise,92,90,[],"The speaker is described as surprised and in disbelief; cues support surprise as the dominant emotion, with no strong indicators for other emotions.",surprise,0.4791666666666667,True,ensemble_followed_wrong_modality
