video_id,modality,ground_truth,predicted_emotion,confidence,data_quality_score,data_quality_issues,reasoning,ensemble_prediction,ensemble_confidence
sample_00000143.mp4,V,angry,worried,70,60,"['eyes closed / limited gaze', 'glasses reflections obscure eye area', 'mid-speech context may bias emotion assessment']","Facial cues indicate concern and seriousness in a mid-speech moment; strong brow activity and jaw movement point toward worried and surprise dimensions, with neutral as a baseline.",neutral,0.3543307086614173
sample_00000143.mp4,TAV,angry,surprise,70,85,[],Visual cues show jaw drop and lips parted (surprise) with lip corner puller (potential happiness). Audio described as neutral; overall assessment favors surprise with secondary happiness.,neutral,0.3543307086614173
sample_00006903.mp4,A,happy,neutral,90,95,[],The speaker's expressive yet measured delivery and engagement imply a neutral affect rather than strong positive or negative emotions; explicit cues for happiness or other emotions are not clearly provided.,happy,0.36721991701244816
sample_00005576.mp4,V,neutral,surprise,72,78,"['ambiguous expression due to mixed facial cues', 'mid-conversation mouth movement may confound emotion signals']","Facial cues point primarily to surprise with secondary signals of happiness and mild concern, while the subject is speaking. The scene is well-lit and clear, but mixed cues during a conversational moment cause mild ambiguity.",neutral,0.4
sample_00005576.mp4,TAV,neutral,surprise,85,85,[],"Integration of transcript, vocal expressiveness, and facial action units suggests a strong moment of surprise in a conversational context; other cues indicate engagement and mild positive affect but are less dominant.",neutral,0.4
sample_00002972.mp4,T,surprise,neutral,70,50,"['brief content', 'unclear speech']",Analysis indicates the word 'sustainable' carries little explicit emotional content; neutral is the strongest cue given the data.,neutral,0.3629032258064516
sample_00002972.mp4,A,surprise,neutral,85,100,[],"The description conveys engaged yet neutral affect with clear and natural vocal delivery. There are no cues for negative emotions or poor audio quality, supporting a high-confidence neutral assessment.",neutral,0.3629032258064516
sample_00002806.mp4,T,worried,angry,75,40,"['whispered speech', 'short content', 'unclear pronunciation']","Based on the whispered Chinese line suggesting frustration toward a person’s behavior; highest confidence in angry emotion, with moderate evidence for neutral and other emotions due to lack of broader context.",happy,0.3275563258232236
sample_00002806.mp4,A,worried,angry,85,90,[],"Based on the description, the speaker's negative tone most strongly indicates anger; a secondary possibility is worry due to urgency, but anger is the primary inference.",happy,0.3275563258232236
sample_00002806.mp4,V,worried,happy,92,92,[],"The visual description indicates a warm, broad smile and content mood consistent with happiness; other emotions not supported by cues.",happy,0.3275563258232236
sample_00002806.mp4,TAV,worried,happy,92,60,['conflicting cues between audio negativity and visual positivity'],"The strongest cue is the warm smile indicating happiness; some audio cues suggest negativity, leading to secondary concern (worried) with moderate confidence. Overall, the visual signal dominates the interpretation.",happy,0.3275563258232236
sample_00000754.mp4,A,sad,neutral,70,85,"[""conflicting descriptors: 'expressive' vs 'monotone'"", 'ambiguous emotional cue given enthusiastic elements alongside professional tone']","The description implies a dominant neutral emotion due to a professional and confident tone, with additional mild positive cues that could indicate happiness or surprise but are not definitive.",worried,0.34579439252336447
sample_00000754.mp4,V,sad,worried,85,60,"['dim lighting', 'profile view (not full frontal)']","The subject shows brow lowering and lip depression suggesting a negative or concerned state. Eyes appear wide and jaw drop hints at surprise; overall, the frame indicates attentiveness during a phone conversation with moderate visibility.",worried,0.34579439252336447
sample_00000754.mp4,TAV,sad,worried,85,65,"['dim lighting', 'close-up profile framing limits facial cue visibility', 'foreign-language subtitles may distract context']","Visual cues such as eye openness, brow lowering, and lip depressor suggest worried with secondary hint of surprise from jaw drop; audio tone is clear but monotone, which can dampen emotional clarity.",worried,0.34579439252336447
sample_00005573.mp4,A,worried,neutral,90,70,[],Monotone and measured vocal delivery suggests neutral emotion with high confidence; lack of contextual content limits detection of other emotions.,neutral,0.6363636363636364
sample_00005573.mp4,TAV,worried,neutral,85,65,"['monotone audio reducing vocal emotion cues', 'ambiguous facial cues (downcast eyes with mixed mouth indicators)']","The analysis integrates audio and visual cues: the subject appears contemplative and calm, with strongest signal toward neutral; there are some cues suggesting worry or sadness due to brow lowering and mouth tension, but the cues are not strong.",neutral,0.6363636363636364
sample_00002787.mp4,T,happy,neutral,85,50,"['unclear speech', 'brief content']","The transcript shows no explicit emotional cues; neutral is most plausible. Whispering and brevity introduce uncertainty, thus moderate data quality.",happy,0.7683923705722071
sample_00006939.mp4,T,surprise,neutral,85,40,"['no audio data provided (only transcript)', 'brief content', 'insufficient context for emotion inference']","Based on the available text, the content expresses a neutral action; no definitive emotional cues.",neutral,0.6742268041237114
sample_00006939.mp4,A,surprise,neutral,92,95,[],"The description indicates a neutral emotional tone with clear, artifact-free speech; no other emotions are evidenced.",neutral,0.6742268041237114
sample_00006939.mp4,TAV,surprise,neutral,85,90,[],"Audio indicates a neutral affect; visual cues (downward gaze, slight brow and lip movements) align with a subdued, introspective mood. No strong indicators of happiness or anger.",neutral,0.6742268041237114
sample_00005217.mp4,V,neutral,surprise,75,85,"['description-based evaluation rather than frame-level data', 'presence of subtitles may obscure mouth movements slightly', 'outdoor lighting and motion could affect cue accuracy']","The combination of jaw drop and raised outer/inner brows with an open mouth during speech indicates a strong surprise signal; brow lowering and narrowed eyes contribute a secondary anger-like cue, though overall impression leans toward surprise with intense emphasis.",neutral,0.4444444444444444
sample_00005217.mp4,TAV,neutral,surprise,75,85,['brief content'],"The strongest multimodal cue is the visual expression of surprise, while audio lacks expressive tone. No other emotions are clearly supported by the available cues.",neutral,0.4444444444444444
sample_00004726.mp4,V,sad,worried,85,60,['poor lighting'],"The description notes deep contemplation or concern with brow furrowing and tense mouth, aligning best with 'worried'; secondary cues (jaw drop) suggest possible surprise, and slight depressor of lip corners could indicate sadness, but these are weaker.",worried,0.4489795918367347
sample_00004726.mp4,TAV,sad,worried,85,85,['dim lighting'],"Transcript conveys self-doubt and negative appraisal; facial cues (brow lowering, tense mouth) and contemplative scene support a worried interpretation with secondary sadness.",worried,0.4489795918367347
sample_00001837.mp4,A,sad,neutral,92,95,[],"The description indicates a neutral emotional tone with clear voice quality and no irregular speech patterns, supporting neutral as the primary emotion with high confidence.",neutral,0.3015075376884422
sample_00001837.mp4,V,sad,worried,75,70,"['ambiguous facial cues with conflicting signals', 'no audio context', 'frame-level analysis only']","The analysis notes distress with brow furrowing and eye narrowing, aligning with 'worried' as the primary emotion, while other signals suggest secondary emotions. Data quality is moderate due to conflicting cues.",neutral,0.3015075376884422
