PREDICTION RESULTS
=================

Sample 0: Ground Truth: sadness, Predicted: sad
Sample 116: Ground Truth: disgust, Predicted: angry
Sample 117: Ground Truth: neutral, Predicted: happy
Sample 118: Ground Truth: joy, Predicted: happy
Sample 119: Ground Truth: surprise, Predicted: surprise
Sample 120: Ground Truth: neutral, Predicted: surprise
Sample 121: Ground Truth: anger, Predicted: frustrated
Sample 122: Ground Truth: neutral, Predicted: worried
Sample 123: Ground Truth: neutral, Predicted: happy
Sample 124: Ground Truth: neutral, Predicted: neutral
Sample 125: Ground Truth: neutral, Predicted: neutral
Sample 126: Ground Truth: surprise, Predicted: worried
Sample 127: Ground Truth: sadness, Predicted: neutral
Sample 128: Ground Truth: anger, Predicted: playful annoyance
Sample 129: Ground Truth: neutral, Predicted: happy
Sample 130: Ground Truth: anger, Predicted: happy
Sample 131: Ground Truth: fear, Predicted: happy
Sample 132: Ground Truth: fear, Predicted: happy
Sample 133: Ground Truth: neutral, Predicted: angry
Sample 134: Ground Truth: anger, Predicted: surprise
Sample 135: Ground Truth: surprise, Predicted: angry
Sample 136: Ground Truth: fear, Predicted: skepticism/amusement
Sample 137: Ground Truth: anger, Predicted: happy
Sample 138: Ground Truth: sadness, Predicted: happy
Sample 139: Ground Truth: neutral, Predicted: happy
Sample 140: Ground Truth: disgust, Predicted: angry
Sample 141: Ground Truth: joy, Predicted: doubt
Sample 142: Ground Truth: sadness, Predicted: doubt
Sample 143: Ground Truth: neutral, Predicted: happy
Sample 144: Ground Truth: joy, Predicted: happy
Sample 145: Ground Truth: neutral, Predicted: doubt
Sample 146: Ground Truth: surprise, Predicted: angry
Sample 147: Ground Truth: surprise, Predicted: doubt
Sample 148: Ground Truth: neutral, Predicted: happy
Sample 149: Ground Truth: fear, Predicted: worried
Sample 150: Ground Truth: joy, Predicted: happy
Sample 151: Ground Truth: neutral, Predicted: doubt
Sample 152: Ground Truth: joy, Predicted: happy
Sample 153: Ground Truth: joy, Predicted: happy
Sample 154: Ground Truth: surprise, Predicted: surprise
Sample 155: Ground Truth: sadness, Predicted: doubt
Sample 156: Ground Truth: sadness, Predicted: worried
Sample 157: Ground Truth: joy, Predicted: happy
Sample 158: Ground Truth: neutral, Predicted: angry
Sample 159: Ground Truth: neutral, Predicted: happy
Sample 160: Ground Truth: neutral, Predicted: worried
Sample 161: Ground Truth: sadness, Predicted: angry
Sample 162: Ground Truth: sadness, Predicted: worried
Sample 163: Ground Truth: anger, Predicted: worried
Sample 164: Ground Truth: anger, Predicted: worried
Sample 165: Ground Truth: neutral, Predicted: happy
Sample 166: Ground Truth: neutral, Predicted: surprise
Sample 167: Ground Truth: anger, Predicted: worried
Sample 168: Ground Truth: anger, Predicted: worried
Sample 169: Ground Truth: anger, Predicted: happy
Sample 170: Ground Truth: neutral, Predicted: worried
Sample 171: Ground Truth: neutral, Predicted: worried
Sample 172: Ground Truth: neutral, Predicted: happy
Sample 173: Ground Truth: surprise, Predicted: surprise
Sample 174: Ground Truth: anger, Predicted: angry
Sample 175: Ground Truth: anger, Predicted: angry
Sample 176: Ground Truth: joy, Predicted: doubt
Sample 177: Ground Truth: neutral, Predicted: surprise
Sample 178: Ground Truth: neutral, Predicted: happy
Sample 179: Ground Truth: neutral, Predicted: sad
Sample 180: Ground Truth: neutral, Predicted: happy
Sample 181: Ground Truth: anger, Predicted: debate
Sample 182: Ground Truth: surprise, Predicted: angry
Sample 183: Ground Truth: neutral, Predicted: neutral
Sample 184: Ground Truth: anger, Predicted: angry
Sample 185: Ground Truth: anger, Predicted: happy
Sample 186: Ground Truth: disgust, Predicted: happy
Sample 187: Ground Truth: neutral, Predicted: 
Sample 188: Ground Truth: neutral, Predicted: happy
Sample 189: Ground Truth: neutral, Predicted: happy
Sample 190: Ground Truth: joy, Predicted: happy

EVALUATION METRICS
=================

Overall Accuracy: 0.06
Label: anger -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 28
Label: disgust -> Precision: 1.00, Recall: 0.07, F1 Score: 0.12, Support: 15
Label: sadness -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 20
Label: joy -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 23
Label: neutral -> Precision: 0.62, Recall: 0.07, F1 Score: 0.13, Support: 67
Label: surprise -> Precision: 0.40, Recall: 0.25, F1 Score: 0.31, Support: 24
Label: fear -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 14
