PREDICTION RESULTS
=================

Sample 0: Ground Truth: sadness, Predicted: sad
Sample 115: Ground Truth: neutral, Predicted: happy
Sample 116: Ground Truth: disgust, Predicted: frustration
Sample 117: Ground Truth: neutral, Predicted: neutral
Sample 118: Ground Truth: joy, Predicted: happy
Sample 119: Ground Truth: surprise, Predicted: surprise
Sample 120: Ground Truth: neutral, Predicted: happy
Sample 121: Ground Truth: anger, Predicted: frustration
Sample 122: Ground Truth: neutral, Predicted: angry
Sample 123: Ground Truth: neutral, Predicted: happy
Sample 124: Ground Truth: neutral, Predicted: neutral-happy
Sample 125: Ground Truth: neutral, Predicted: neutral
Sample 126: Ground Truth: surprise, Predicted: worried
Sample 127: Ground Truth: sadness, Predicted: happy
Sample 128: Ground Truth: anger, Predicted: happy
Sample 129: Ground Truth: neutral, Predicted: surprise
Sample 130: Ground Truth: anger, Predicted: happy
Sample 131: Ground Truth: fear, Predicted: happy
Sample 132: Ground Truth: fear, Predicted: happy
Sample 133: Ground Truth: neutral, Predicted: tense/frustrated
Sample 134: Ground Truth: anger, Predicted: surprise
Sample 135: Ground Truth: surprise, Predicted: angry
Sample 136: Ground Truth: fear, Predicted: doubt
Sample 137: Ground Truth: anger, Predicted: happy
Sample 138: Ground Truth: sadness, Predicted: happy
Sample 139: Ground Truth: neutral, Predicted: happy
Sample 140: Ground Truth: disgust, Predicted: angry
Sample 141: Ground Truth: joy, Predicted: hopeful
Sample 142: Ground Truth: sadness, Predicted: worried
Sample 143: Ground Truth: neutral, Predicted: happy
Sample 144: Ground Truth: joy, Predicted: happy
Sample 145: Ground Truth: neutral, Predicted: worried
Sample 146: Ground Truth: surprise, Predicted: surprise
Sample 147: Ground Truth: surprise, Predicted: confusion
Sample 148: Ground Truth: neutral, Predicted: happy
Sample 149: Ground Truth: fear, Predicted: worry
Sample 150: Ground Truth: joy, Predicted: happy
Sample 151: Ground Truth: neutral, Predicted: doubt
Sample 152: Ground Truth: joy, Predicted: happy
Sample 153: Ground Truth: joy, Predicted: happy
Sample 154: Ground Truth: surprise, Predicted: surprise, concern
Sample 155: Ground Truth: sadness, Predicted: happy
Sample 156: Ground Truth: sadness, Predicted: neutral
Sample 157: Ground Truth: joy, Predicted: happy
Sample 158: Ground Truth: neutral, Predicted: angry
Sample 159: Ground Truth: neutral, Predicted: happy
Sample 160: Ground Truth: neutral, Predicted: angry
Sample 161: Ground Truth: sadness, Predicted: angry
Sample 162: Ground Truth: sadness, Predicted: sad
Sample 163: Ground Truth: anger, Predicted: neutral
Sample 164: Ground Truth: anger, Predicted: happy
Sample 165: Ground Truth: neutral, Predicted: happy
Sample 166: Ground Truth: neutral, Predicted: surprise
Sample 167: Ground Truth: anger, Predicted: doubt
Sample 168: Ground Truth: anger, Predicted: worried
Sample 169: Ground Truth: anger, Predicted: happy
Sample 170: Ground Truth: neutral, Predicted: worried
Sample 171: Ground Truth: neutral, Predicted: doubt
Sample 172: Ground Truth: neutral, Predicted: neutral with a hint of happy
Sample 173: Ground Truth: surprise, Predicted: surprise
Sample 174: Ground Truth: anger, Predicted: angry
Sample 175: Ground Truth: anger, Predicted: angry
Sample 176: Ground Truth: joy, Predicted: contempt
Sample 177: Ground Truth: neutral, Predicted: doubt
Sample 178: Ground Truth: neutral, Predicted: happy
Sample 179: Ground Truth: neutral, Predicted: worried
Sample 180: Ground Truth: neutral, Predicted: neutral
Sample 181: Ground Truth: anger, Predicted: frustration
Sample 182: Ground Truth: surprise, Predicted: angry
Sample 183: Ground Truth: neutral, Predicted: happy
Sample 184: Ground Truth: anger, Predicted: angry
Sample 185: Ground Truth: anger, Predicted: doubt
Sample 186: Ground Truth: disgust, Predicted: complex emotion
Sample 187: Ground Truth: neutral, Predicted: surprise
Sample 188: Ground Truth: neutral, Predicted: happy
Sample 189: Ground Truth: neutral, Predicted: enthusiastic engagement
Sample 190: Ground Truth: joy, Predicted: happy

EVALUATION METRICS
=================

Overall Accuracy: 0.07
Label: anger -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 28
Label: disgust -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 15
Label: sadness -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 20
Label: joy -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 23
Label: neutral -> Precision: 0.45, Recall: 0.07, F1 Score: 0.13, Support: 67
Label: surprise -> Precision: 0.50, Recall: 0.29, F1 Score: 0.37, Support: 24
Label: fear -> Precision: 1.00, Recall: 0.07, F1 Score: 0.13, Support: 14
